ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0032456,endocytic recycling,29/3235,90/18888,0.00034074,0.003280549,0.00237663,MICALL2/EIPR1/RAB12/SNX17/RAB11FIP4/VPS39/EPG5/VPS35/PTPN23/EHD2/GRIPAP1/ARF6/EPS15/STX16/RAB11A/VPS26A/SNX12/GGA3/SCARB2/HGS/LMTK2/RAB35/RAB14/SORL1/BLTP1/SNX4/RAB7A/SCRIB/ATP6AP1,29
GO:0032231,regulation of actin filament bundle assembly,33/3235,107/18888,0.000343784,0.003304706,0.002394131,SERPINF2/PFN1/RAC1/ROCK2/DLC1/PPM1F/CDC42/STMN1/WASF2/TJP1/RHPN2/CLASP2/BAG4/SDC4/SHANK3/CX3CL1/SMAD3/FHOD1/ARAP1/LIMK1/ACTG1/EVL/RHOC/MET/CLASP1/MTSS1/ABL1/CCN2/PFN2/FLNA/F11R/PAK2/VIL1,33
GO:0007265,Ras protein signal transduction,36/3235,120/18888,0.000345521,0.003316249,0.002402494,GNB1/TP53/MFN2/CRKL/LZTR1/KRAS/PPP2CB/NF1/RGL2/CDKN1A/SRC/SOS1/GRAP2/RASGEF1A/NUP62/RASSF1/DHCR24/CDK2/DOK4/SDCBP/RASGRP2/DOK1/GRB2/G3BP2/CSF1/RASA3/NOTCH2/DAB2IP/SPRY1/RALGDS/NOTCH1/SPRY4/G3BP1/PLD1/RALGPS2/SQSTM1,36
GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,45/3235,160/18888,0.000347134,0.003326569,0.00240997,PDCD6/CSNK2A1/CTSD/ATP2A3/JAK2/DAP/RAF1/DLC1/ARL6IP1/RPS6KA3/PPM1F/LAPTM5/AQP1/VCP/MTCH1/SRC/THBS1/DDX3X/VEGFA/GRAMD4/BBC3/BAX/BCL2L12/SMAD3/SIRT1/BCL10/EIF2AK3/ANP32B/APAF1/LAMTOR5/GAS6/GSN/DIABLO/FAM162A/XIAP/MYC/AIFM1/FNIP1/CASP2/SIAH2/DNAJB6/PDCD2/PAK2/HSPD1/HSPE1,45
GO:0022618,protein-RNA complex assembly,61/3235,234/18888,0.000350609,0.003354666,0.002430326,EIF3B/SNRPB/PPAN/DDX1/LSM4/SNRPD1/PRMT5/SF3B6/EIF2S3/SNRPD3/ABT1/CD2BP2/LSM2/EIF3I/BRIX1/EIF6/SRPK1/AGO4/AGO1/AAR2/GEMIN6/PHF5A/RRP7A/SRSF6/SCAF11/CELF1/PRKDC/RBM5/U2AF2/NUDT21/COIL/PRPF19/DDX42/SF1/CPSF6/TAF9/SRSF5/SF3B3/CLNS1A/ZNHIT6/DICER1/SNRNP200/SNRPA1/HSP90AA1/SART3/PIH1D2/SRSF9/POLR2D/RUVBL1/SFSWAP/HTATSF1/LUC7L2/AGO2/PUF60/SF3B5/SF3B4/ADAR/GEMIN5/CDC73/SF3B1/XRCC5,61
GO:0033120,positive regulation of RNA splicing,19/3235,50/18888,0.000351886,0.003361683,0.002435409,DAZAP1/NUP98/UPF1/PRMT5/THRAP3/DYRK1A/EIF1/SLC38A2/SNRNP70/U2AF2/SLC39A5/PRPF19/CLNS1A/SNW1/ZPR1/UPF3B/SF3B4/RBM22/PRDX6,19
GO:0048011,neurotrophin TRK receptor signaling pathway,Dec-35,25/18888,0.000356428,0.003389358,0.002455458,RAF1/CYFIP1/SRC/SOS1/AKT1S1/DDIT4/BCAR1/ZFYVE27/SORT1/SPRY1/CASP3/AGT,12
GO:0072576,liver morphogenesis,Dec-35,25/18888,0.000356428,0.003389358,0.002455458,FGL1/XBP1/HPN/MED1/CEACAM1/MDK/SULF2/CEBPB/NOTCH2/TNFAIP3/CFLAR/PROX1,12
GO:1903241,U2-type prespliceosome assembly,Dec-35,25/18888,0.000356428,0.003389358,0.002455458,SNRPB/SNRPD1/SF3B6/SNRPD3/PHF5A/DDX42/SF3B3/SNRPA1/HTATSF1/SF3B5/SF3B4/SF3B1,12
GO:0032886,regulation of microtubule-based process,66/3235,258/18888,0.000364444,0.003460255,0.002506821,STK11/APC2/PKD1/FKBP4/RAC1/ROCK2/CHMP1B/CDKN1B/PLK1/STMN1/MAPRE3/TAOK1/GIT1/TPX2/HSPA1B/MAPRE1/CLASP2/CHMP4B/PDCD6IP/HAUS5/GBA2/DYRK1A/MID1IP1/MACF1/ERBB2/PRKAA1/KAT2A/EML2/CKAP5/HDAC6/NUP62/ATF5/AURKA/BBS2/PRKAA2/CFAP20/CLTC/XPO1/MARK2/ARL2/BBS1/RBM14/CDK2AP2/SIRT1/MAP1B/DCTN1/CHMP1A/CHORDC1/CIB1/BICD2/PSRC1/LAMP1/MET/CLASP1/PLK4/ABL1/CAMSAP1/DIAPH1/PRUNE1/MECP2/ARHGEF2/CCNL1/NPM1/TPR/CCSAP/HNRNPU,66
GO:0030520,intracellular estrogen receptor signaling pathway,20/3235,54/18888,0.000369507,0.003502946,0.002537749,CARM1/KANK2/ARID1A/PAGR1/LBH/STRN3/RBFOX2/SRC/FOXA1/DDX17/MED1/EGLN2/NCOA4/KMT2D/WBP2/UFL1/YAP1/TAF7/CNOT9/PARP1,20
GO:0090068,positive regulation of cell cycle process,67/3235,263/18888,0.000374415,0.003542504,0.002566406,WNK1/IGF2/CDC25B/INSR/ROCK2/GIPC1/BRD4/RCC2/CDC42/APP/POLDIP2/SH2B1/PAGR1/CDCA8/FGFR1/SIRT2/FAM83D/MED1/CDC6/DDX3X/NUSAP1/CCND3/MAD2L1BP/UBE2C/CDC25A/NUP62/TMOD3/DLGAP5/AURKA/CDK1/FEN1/INCENP/CDCA5/KAT5/RAB11A/LRP5/MDM2/CCNB1/CCND1/SIN3A/E2F7/BIRC5/ANAPC11/IGF1R/MEPCE/SLF2/RRM2B/KMT2E/ANAPC7/CUL4A/TFDP1/RAD21/MAD2L1/PLK4/UBE2B/MACROH2A1/FBXO5/LSM11/NCAPG2/PKP4/NPM1/ECT2/EIF4G1/TPR/CDC73/DYRK3/HNRNPU,67
GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,26/3235,78/18888,0.000374826,0.003542504,0.002566406,CDKN1C/PKMYT1/TFAP4/IPO7/CDKN1B/GTF2H1/LATS2/PLK1/MAPRE3/CCNY/CDKN1A/CDC6/CCND3/HEXIM1/CDC25A/CCNT1/CCNB1/CCND1/CCNI/HHEX/NR2F2/IPO5/PSMD10/PSRC1/CCNT2/PROX1,26
GO:0008361,regulation of cell size,51/3235,188/18888,0.000379271,0.003579048,0.002592881,WNK1/SLC12A7/SEMA6B/RAC1/EIF4G2/DNM2/CDKL5/PUM2/CYFIP1/WDTC1/AQP1/ARHGAP5/SLC12A6/OXSR1/MACF1/SRF/VEGFA/ARHGAP35/HDAC6/AKT1S1/SHANK3/ADNP/SEMA3G/RTN4/E2F4/CTTN/RAB21/IST1/MAP1B/LIMK1/SEMA7A/NHERF1/SIN3A/CLNS1A/SPP1/SEMA4C/ZFYVE27/LAMTOR4/SEMA4G/HSP90AA1/LAMTOR5/LRRC8A/ABL1/ULK1/VAV2/MTPN/GDI1/CLCN3/NPM1/BMPR2/FN1,51
GO:0042306,regulation of protein import into nucleus,21/3235,58/18888,0.000381235,0.003592091,0.002602331,MAVS/JAK2/TARDBP/NUP58/NF1/MAPK14/EP300/CHP1/JUP/PKIG/CDK1/SMAD3/IPO5/HSP90AA1/UBR5/ZPR1/RAN/RBM22/FLNA/ECT2/TPR,21
GO:0060260,regulation of transcription initiation by RNA polymerase II,25/3235,74/18888,0.000382595,0.003599421,0.002607641,MED10/TAF10/TP53/ATF7IP/MED28/NFKBIA/MED29/MED1/MED24/THRA/FOXO1/TAF8/SRF/MED4/PSMC6/ZNF451/MED13/TAF9/TAF1/GTF2A1/MED30/HNF1A/MYC/MED23/TAF7,25
GO:0002064,epithelial cell development,57/3235,216/18888,0.000386083,0.003621214,0.002623429,TBC1D20/TYMS/PDPK1/TNFRSF1A/C1GALT1/ICAM1/JAG1/ROCK2/EPHA2/SDC1/CDH2/FOSL2/TJP1/ASXL1/B4GALT1/CEBPA/CDKN1A/SRC/FOXA1/ATF4/RARA/GPAT4/VEGFA/COL18A1/GATA1/MYADM/IL6ST/ONECUT2/E2F4/FEM1B/YIPF6/TJP2/FRS2/SOX9/VCL/FASN/CDK6/PLOD3/YAP1/FER/MET/NOTCH2/HEG1/GATA2/AKR1B1/NOTCH1/PLEC/ADAMTSL4/RHEB/FLNA/EZR/F11R/AFDN/FAT1/FZD5/PROX1/ARID4B,57
GO:1903828,negative regulation of protein localization,57/3235,216/18888,0.000386083,0.003621214,0.002623429,WNK1/MIDN/PIAS4/ROCK2/SREBF1/LATS2/PPM1F/DMTN/GNAZ/NF1/BCL2L1/DNAJA1/ILRUN/VCP/BAG4/FOXO1/RANGAP1/CHP1/PKDCC/PFKL/PKIG/UBE2G2/VPS35/SPI1/GRIPAP1/ARF6/PIM3/MAGED1/ERLEC1/TMEM59/OS9/NEDD4L/LMAN1/CLTC/LEPROT/WWP2/SNX12/NUMB/CSK/HMGCR/SIN3A/PICALM/YWHAZ/LZTS2/ERP29/TMED2/CDK9/MACROH2A1/SAPCD2/CTNNA1/NDFIP1/OTUD7B/GDI1/INSIG1/AP2M1/PPP2R5A/TMBIM1,57
GO:0051653,spindle localization,22/3235,62/18888,0.000387722,0.003625728,0.002626699,NDEL1/LLGL1/PLK1/MAPRE1/ITGB1/CLASP2/MYH9/NUSAP1/KPNB1/MAP4/ACTR2/KAT5/CFL1/DCTN1/ZBED3/ZW10/MAD2L1/CLASP1/SPRY1/GPSM1/SAPCD2/FBXW11,22
GO:1902750,negative regulation of cell cycle G2/M phase transition,24/3235,70/18888,0.000387738,0.003625728,0.002626699,PKMYT1/FZR1/WEE1/MIIP/BABAM1/PLK1/TAOK1/TAOK2/IER3/DONSON/CDKN1A/CDC6/ATF5/BRSK1/CDK1/FOXO4/MBTPS1/TICRR/NBN/RAD21/TAOK3/MACROH2A1/UIMC1/MRNIP,24
GO:0071340,skeletal muscle acetylcholine-gated channel clustering,Aug-35,13/18888,0.000416753,0.003891167,0.002819,DVL1/CRK/RER1/DNAJA3/CRKL/LRP4/MESD/FARP1,8
GO:0003007,heart morphogenesis,68/3235,269/18888,0.000429434,0.004003519,0.002900394,FGFRL1/DVL1/FKBP1A/NSD2/ILK/INSR/DSP/TP53/EMP2/JAG1/GATA4/MICAL2/DHRS3/DLC1/TBX1/CRKL/MIB1/CDC42/TGFBR2/ASXL1/NIPBL/PIM1/SOS1/MED1/TAB1/ZMPSTE24/CTNNB1/SRF/VEGFA/FKRP/SMAD7/DAG1/SMAD4/DKK1/RTN4/MKS1/AXIN2/SMAD3/MDM2/SOX9/ZMIZ1/HEY1/GAA/CCN1/BMPR1A/ZFPM1/TGFBR3/RBP4/PTCH1/EPHB4/YAP1/PDCD4/TBX3/NOTCH2/SPRY1/TMED2/HEG1/PLXND1/NOTCH1/ADGRG6/FLNA/TAFAZZIN/EFNA1/ACVR1/VANGL2/CPE/BMPR2/PROX1,68
GO:0022407,regulation of cell-cell adhesion,114/3235,496/18888,0.000433934,0.004039372,0.002926368,SOX12/DUSP22/DOCK8/WNK1/SERPINF2/AP3D1/IGF2/CD81/PDPK1/DNAJA3/PRNP/MINK1/JAK2/TNFSF9/TWSG1/TYK2/JAG1/SMARCA4/SOCS1/MAD2L2/PRDX2/BRD4/FGL1/PPM1F/BMI1/FOXA2/ARID1A/YTHDF2/XBP1/FLOT2/PTPRU/SLC7A1/SPN/TJP1/TGFBR2/LAPTM5/BRD2/ITCH/RUNX1/MAPK14/SRC/FOXA1/ZNF703/ERBB2/RARA/STAT5B/CEACAM1/DUSP3/VEGFA/B2M/SDC4/MDK/AMBRA1/TNFRSF21/SPI1/PTPN23/SMARCC1/SMAD7/SMARCD1/CEBPB/PBRM1/MYADM/SELENOK/IL6ST/SMARCC2/PLPP3/CX3CL1/PCK1/SMARCD2/CCDC88B/RELA/KAT5/PRKCA/ARG2/PRKAR1A/EFNB1/NFAT5/FADD/CD276/CSK/ZMIZ1/BCL10/PIEZO1/FOXO3/CELSR2/ZC3H8/RC3H2/ST3GAL4/CYRIB/ABL1/NOTCH1/NRARP/NDFIP1/CHST2/SCRIB/CD74/SLC4A2/IRAK1/FGA/ZBTB7B/ARID1B/SPTA1/F11R/AFDN/PHF10/ABL2/CASP3/BCL6/TFRC/HSPD1/SOX13/CD55/CD46/SERPINE2,114
GO:0009791,post-embryonic development,28/3235,87/18888,0.000437134,0.004055976,0.002938398,JAK2/ALDH5A1/PLAGL2/ACVR2B/CSRNP1/SELENOP/VEGFA/ERCC2/BAX/ATF5/CCDC47/VPS54/SGPL1/INPPL1/ACADM/IREB2/BCL2L11/KMT2A/RC3H2/HEG1/ABL1/AGO2/MECP2/ASH1L/SOD2/IGF2R/FZD5/GIGYF2,28
GO:0006337,nucleosome disassembly,Oct-35,19/18888,0.000438813,0.004055976,0.002938398,SMARCA4/ARID1A/HMGA1/SMARCC1/GRWD1/SMARCD1/NFE2/SMARCC2/SSRP1/SMARCD2,10
GO:0046827,positive regulation of protein export from nucleus,Oct-35,19/18888,0.000438813,0.004055976,0.002938398,YWHAE/PRKACA/XPO4/PPM1A/MDM2/ANP32B/GAS6/RBM22/EMD/TPR,10
GO:0110154,RNA decapping,Oct-35,19/18888,0.000438813,0.004055976,0.002938398,PNRC2/CAPRIN1/NUDT3/LSM1/ZFP36/DCP1A/PATL1/EDC4/EDC3/DCP2,10
GO:0007006,mitochondrial membrane organization,35/3235,117/18888,0.000439654,0.004055976,0.002938398,RHOT2/TIMM13/ZNF205/DNAJC11/PEX5/TP53/MFN2/AFG3L2/MPV17L/RTL10/TOMM7/BCL2L2/BNIP3L/IER3/BCL2L1/RHOT1/MTCH1/TOMM6/CNP/BAX/TIMM9/HK2/PPIF/SPG7/TOMM70/HSP90AA1/BCL2L11/SLC25A5/BNIP3/HSPA4/HSPA9/TAFAZZIN/MTX2/OPA1/TOMM20,35
GO:0061640,cytoskeleton-dependent cytokinesis,35/3235,117/18888,0.000439654,0.004055976,0.002938398,WNK1/ROCK2/CHMP1B/SEPTIN5/RHOB/PLK1/STMN1/POLDIP2/UNC119/SON/CHMP4B/PDCD6IP/CDCA8/NUSAP1/KLHDC8B/NUP62/SPTBN1/INCENP/ACTR2/CFL1/IST1/RTKN/EXOC7/SEPTIN9/BIRC5/RASA1/CHMP1A/LZTS2/RHOC/RAB35/TMEM250/PLEC/ECT2/ARF1/SEPTIN2,35
GO:0006513,protein monoubiquitination,18/3235,47/18888,0.00044705,0.004107048,0.002975397,PDCD6/MGRN1/KLHL22/ITCH/RBX1/RNF220/HUWE1/TRIM25/NEDD4L/FANCL/UBE2O/TRIM56/BIRC2/UBE2D3/CBL/TRIM41/UBE2T/KLHL12,18
GO:0018146,keratan sulfate biosynthetic process,Sep-35,16/18888,0.000449842,0.004107048,0.002975397,ST3GAL3/B3GNT2/B4GAT1/ST3GAL2/B4GALT4/B3GNT4/ST3GAL4/ST3GAL1/CHST2,9
GO:0051895,negative regulation of focal adhesion assembly,Sep-35,16/18888,0.000449842,0.004107048,0.002975397,DUSP22/DLC1/RCC2/DMTN/MMP14/CLASP2/SRC/THBS1/CORO1C,9
GO:0071501,cellular response to sterol depletion,Sep-35,16/18888,0.000449842,0.004107048,0.002975397,SREBF1/SREBF2/SCAP/AMFR/ERLIN1/INSIG2/TMED2/ZBTB7B/INSIG1,9
GO:0110156,methylguanosine-cap decapping,Sep-35,16/18888,0.000449842,0.004107048,0.002975397,PNRC2/CAPRIN1/LSM1/ZFP36/DCP1A/PATL1/EDC4/EDC3/DCP2,9
GO:0150118,negative regulation of cell-substrate junction organization,Sep-35,16/18888,0.000449842,0.004107048,0.002975397,DUSP22/DLC1/RCC2/DMTN/MMP14/CLASP2/SRC/THBS1/CORO1C,9
GO:1900034,regulation of cellular response to heat,Sep-35,16/18888,0.000449842,0.004107048,0.002975397,CREBBP/DNAJB1/EP300/DNAJC7/SIRT1/CHORDC1/DNAJB6/IER5/MAPKAPK2,9
GO:0006289,nucleotide-excision repair,27/3235,83/18888,0.000453778,0.004136876,0.002997006,UVSSA/TP53/USP7/SMARCA4/GTF2H1/ARID1A/RPA2/GTF2H4/ERCC2/SMARCC1/SMARCD1/POLD1/PBRM1/SMARCC2/DDB1/SMARCD2/DPF2/KAT5/SIRT1/RAD23B/CUL4A/GTF2H3/ERCC3/POLE/CETN2/ARID1B/PHF10,27
GO:1905476,negative regulation of protein localization to membrane,15/3235,36/18888,0.00046093,0.004195887,0.003039757,WNK1/DMTN/BCL2L1/PKDCC/GRIPAP1/TMEM59/CLTC/NUMB/CSK/PICALM/TMED2/GDI1/AP2M1/PPP2R5A/TMBIM1,15
GO:0003171,atrioventricular valve development,13/3235,29/18888,0.000469602,0.004237385,0.003069821,GATA4/TGFBR2/SMAD4/AXIN2/MDM2/HEY1/CCN1/BMPR1A/ZFPM1/NOTCH1/EFNA1/ACVR1/BMPR2,13
GO:0022011,myelination in peripheral nervous system,13/3235,29/18888,0.000469602,0.004237385,0.003069821,SKI/ILK/NF1/PARD3/SIRT2/AKT2/CNTNAP1/DAG1/PPP3R1/DICER1/NDRG1/ADGRG6/PLEC,13
GO:0030970,"retrograde protein transport, ER to cytosol",13/3235,29/18888,0.000469602,0.004237385,0.003069821,TMEM129/EDEM1/HM13/VCP/UBE2G2/ERLEC1/HERPUD1/OS9/SYVN1/SEL1L/NPLOC4/HSP90B1/DERL1,13
GO:0032292,peripheral nervous system axon ensheathment,13/3235,29/18888,0.000469602,0.004237385,0.003069821,SKI/ILK/NF1/PARD3/SIRT2/AKT2/CNTNAP1/DAG1/PPP3R1/DICER1/NDRG1/ADGRG6/PLEC,13
GO:1903513,endoplasmic reticulum to cytosol transport,13/3235,29/18888,0.000469602,0.004237385,0.003069821,TMEM129/EDEM1/HM13/VCP/UBE2G2/ERLEC1/HERPUD1/OS9/SYVN1/SEL1L/NPLOC4/HSP90B1/DERL1,13
GO:1904376,negative regulation of protein localization to cell periphery,13/3235,29/18888,0.000469602,0.004237385,0.003069821,WNK1/BCL2L1/PKDCC/TMEM59/CLTC/NUMB/CSK/PICALM/TMED2/SAPCD2/AP2M1/PPP2R5A/TMBIM1,13
GO:0030098,lymphocyte differentiation,101/3235,432/18888,0.000481943,0.004342401,0.003145901,SOX12/STK11/TCF3/AP3D1/KLF6/ZBTB7A/DNAJA3/RPL22/TNFSF9/TP53/ID2/PIK3CD/SMARCA4/SOCS1/JUNB/PRDX2/LYL1/BRD4/BMI1/MMP14/ARID1A/PTK2B/FOSL2/XBP1/SPN/TGFBR2/PATZ1/ITGB1/BRD2/SLC39A7/CEBPG/RUNX1/SOS1/ERBB2/RARA/EP300/CTNNB1/KAT2A/STAT5B/STAT3/SRF/ZFP36L2/B2M/MDK/AMBRA1/SPI1/SMARCC1/PRKDC/KDELR1/SMAD7/BAX/LMBR1L/SMARCD1/TUSC2/IKZF1/PBRM1/IL11/SMARCC2/STAT6/PCK1/RORA/SMARCD2/SYVN1/KAT5/ZFP36L1/FADD/ZMIZ1/CTSL/ZFPM1/NFIL3/CDK6/HHEX/YY1/BTK/JAG2/DNAJB9/FOXO3/ZC3H8/GAS6/KMT2A/SLC25A5/NOTCH2/RC3H2/LRRC8A/ABL1/FNIP1/ST3GAL1/NRARP/EGR1/NDFIP1/CD74/HMGB3/SLC4A2/ZBTB7B/ARID1B/PHF10/BCL6/SOX13/FZD5/CD46/IRF2BP2,101
GO:0006998,nuclear envelope organization,20/3235,55/18888,0.000488155,0.004385591,0.003177191,LMNB2/TARDBP/CHMP1B/AKAP8L/REEP4/PLK1/PRKCB/RCC1/CHMP4B/SIRT2/ZMPSTE24/DMPK/PRKCA/DCTN1/CHMP1A/LMNB1/TOR1A/EMD/LMNA/TOR1AIP1,20
GO:0060425,lung morphogenesis,20/3235,55/18888,0.000488155,0.004385591,0.003177191,MAPK1/CDC42/KRAS/MAPK3/LIF/TGFBR2/STK40/FOXA1/CTNNB1/SRF/SRSF6/DAG1/CTSZ/MAP2K1/SOX9/RDH10/PLOD3/YAP1/SPRY1/HIPK2,20
GO:0032206,positive regulation of telomere maintenance,24/3235,71/18888,0.000491766,0.004405227,0.003191416,MAP2K7/CCT5/MAPK1/HNRNPA2B1/INO80E/MAPK3/CTNNB1/HNRNPA1/CCT6A/TERF2/CCT7/TERF2IP/NBN/TNKS2/YY1/RUVBL1/NFRKB/DKC1/CCT3/TCP1/MAP3K4/NEK7/INO80D/XRCC5,24
GO:0090559,regulation of membrane permeability,24/3235,71/18888,0.000491766,0.004405227,0.003191416,RHOT2/ZNF205/TP53/MPV17L/RTL10/BCL2L2/BNIP3L/LAPTM5/IER3/BCL2L1/RHOT1/PDCD6IP/CNP/BAX/TJP2/HK2/PPIF/SPG7/LAPTM4B/BCL2L11/SLC25A5/HEG1/BNIP3/F11R,24
GO:0045637,regulation of myeloid cell differentiation,57/3235,218/18888,0.000495469,0.004425389,0.003206023,ID2/JAG1/NEDD9/ACIN1/PITHD1/PTK2B/LIF/KLF13/NF1/HSPA1B/RUNX1/EIF6/NFKBIA/MAPK14/MED1/ZFP36/RARA/CTNNB1/TOB2/STAT5B/STAT3/CEACAM1/B2M/TAL1/SPI1/PRKDC/GATA1/BRD1/CEBPB/ACVR1B/PRKCA/ZFP36L1/FADD/ZFPM1/CIB1/ROR2/CDK6/KLF10/RCOR1/FOXO3/CSF1/CUL4A/NOTCH2/TRIB1/MYC/EEIG1/GATA2/HSPA9/NDFIP1/CD74/ARNT/HMGB3/HAX1/QKI/HMGB2/CDC73/ABCB10,57
GO:0016311,dephosphorylation,76/3235,309/18888,0.000497656,0.004425389,0.003206023,DUSP22/PTBP1/PLPPR3/STK11/YWHAE/FKBP1A/PTPRA/PTPRM/PIN1/ROCK2/DUSP16/DLC1/PPM1F/PPP2R2A/PPM1G/EPHX2/PPP1R8/PTPRU/MTMR3/PPP2CB/PTP4A2/MTMR12/SRC/PDXP/CHP1/PPP2R5D/PTPRF/DUSP3/YWHAB/PPP5C/AMBRA1/CALM3/CALM2/TNS3/PTPN23/PPP1R15A/LRRC59/PPP6R2/PTPN1/PPP2R1A/ARPP19/PPP6R1/PLPP3/CTDSP2/MTMR4/PPM1A/SDHAF2/PPM1H/PHLPP1/PTP4A1/DNAJC6/PPP1CA/PPP3R1/PHLPP2/INPPL1/PPP1R12A/DUSP6/HSP90B1/PPTC7/SPPL3/PTPRK/PTPA/OCRL/PTPN18/MGAT5/PTP4A3/ENSA/DUSP9/SMG5/PTPRN2/FBXW11/DUSP1/BOD1/SMG7/PPP2R5A/CTDSP1,76
GO:0016126,sterol biosynthetic process,23/3235,67/18888,0.000498313,0.004425389,0.003206023,IDI1/LPCAT3/FDFT1/SREBF1/PRKAA1/ACLY/SREBF2/HMGCS1/LSS/SCAP/DHCR24/PRKAA2/DHCR7/HMGCR/ERG28/MBTPS1/MVD/ERLIN1/INSIG2/SQLE/INSIG1/MSMO1/LBR,23
GO:0034605,cellular response to heat,23/3235,67/18888,0.000498313,0.004425389,0.003206023,PDCD6/YWHAE/CREBBP/PRKACA/DNAJB1/RBBP7/NF1/HSPA1B/VCP/CDKN1A/THBS1/EP300/DNAJC7/HDAC6/SIRT1/HSBP1/CHORDC1/HSP90AA1/IRAK1/DNAJB6/IER5/TPR/MAPKAPK2,23
GO:0061180,mammary gland epithelium development,23/3235,67/18888,0.000498313,0.004425389,0.003206023,DEAF1/JAK2/RREB1/ID2/EPHA2/MAPK1/LBH/DDR1/SRC/ZNF703/MED1/AKT2/BAX/CEBPB/RTN4/STAT6/LRP5/CCND1/PTCH1/CSF1/TBX3/SCRIB/PYGO2,23
GO:2000630,positive regulation of miRNA metabolic process,23/3235,67/18888,0.000498313,0.004425389,0.003206023,TP53/SMARCA4/SREBF1/WT1/FOXA1/MRTFA/SREBF2/STAT3/SRF/SPI1/NR1H2/SMAD4/JUN/RELA/FOSL1/SMAD3/BMPR1A/FOXO3/NOTCH2/MYC/GATA2/EGR1/AGT,23
GO:0001704,formation of primary germ layer,38/3235,131/18888,0.000502725,0.004451783,0.003225144,AXIN1/TAF10/KDM6B/TWSG1/PRKACA/EPHA2/MMP14/AHDC1/ITGB1/GPI/MYH9/FGFR1/ETS2/CTNNB1/RTF1/SRF/EXT2/SETD2/TAL1/DKK1/ITGA2/MMP15/HMGA2/MAP2K1/SMAD3/PRKAR1A/GRB2/HSBP1/BMPR1A/TXNRD1/ITGB5/BRD3/MACROH2A1/ACVR1/DUSP1/CDC73/BMPR2/FN1,38
GO:0010595,positive regulation of endothelial cell migration,38/3235,131/18888,0.000502725,0.004451783,0.003225144,PDCD6/PDPK1/RAC1/PIK3CD/ROCK2/CALR/TMSB4X/RHOB/MAP2K3/PTK2B/GPI/FGFR1/THBS1/PLCG1/STAT5A/VEGFA/GRN/CD40/HDAC7/EMC10/SP1/ZNF580/PLPP3/ATP5F1B/PRKCA/SIRT1/BCAR1/CIB1/TGFBR3/LGMN/MET/GATA2/ABL1/PIK3CB/NFE2L2/PROX1/AAMP/AGT,38
GO:0007498,mesoderm development,40/3235,140/18888,0.000509251,0.004496683,0.003257673,AXIN1/NCLN/JAK2/TAF10/KDM6B/TWSG1/PRKACA/NOMO1/EPHA2/TBX1/AHDC1/ITGB1/GPI/FGFR1/ACVR2B/ETS2/SRF/VEGFA/EXT2/SETD2/TAL1/IKZF1/SMAD4/DKK1/ITGA2/IRX3/HMGA2/SMAD3/PRKAR1A/ZFP36L1/MESD/BMPR1A/BTK/YAP1/TXNRD1/TBX3/MEST/ACVR1/BMPR2/NUP133,40
GO:0008360,regulation of cell shape,40/3235,140/18888,0.000509251,0.004496683,0.003257673,CRK/PEAK3/RHOG/DAPK3/RAC1/DLC1/FAM171A1/DMTN/CYFIP1/PTK2B/TAOK2/HPN/MYH9/ZMPSTE24/VEGFA/F2/ARHGAP35/DAG1/FMNL3/MARK2/ARAP1/CDC42EP4/NHERF1/BAIAP2/RAC3/RASA1/PLXNC1/PALM2AKAP2/PLXNA1/PLXND1/ARHGAP18/CDC42SE2/DIAPH1/FMNL2/P2RY1/SPTA1/EZR/F11R/FN1/VIL1,40
GO:1902115,regulation of organelle assembly,58/3235,223/18888,0.0005134,0.004526852,0.003279529,FSCN1/TBC1D14/PHF23/CHMP1B/TAPT1/SMCR8/TSG101/CDKL5/SDC1/PIP4K2A/PLK1/DCDC2/PTK2B/MTMR3/LIMK2/HSPA1B/RNF5/CHMP4B/PDCD6IP/CAPRIN1/SRC/PIP4K2B/PRKAA1/KAT2A/SDC4/ARHGAP35/MAP4/FUZ/NUP62/SMAD4/PRKAA2/PIP4K2C/SDCBP/ATG2A/RAB11A/RBM14/EFNB1/G3BP2/SEPTIN9/CNOT6L/ATMIN/USP10/CHMP1A/YAP1/WDR44/TMEM39A/DYNLL1/GSN/SNX4/PLK4/ULK1/G3BP1/EZR/NPM1/TPR/RAB3GAP2/CCSAP/HNRNPU,58
GO:0006901,vesicle coating,16/3235,40/18888,0.000520572,0.004577035,0.003315885,PDCD6/AP3D1/TRAPPC1/TRAPPC3/TRAPPC6B/ARFGAP3/TRAPPC6A/ARFGAP2/SAR1A/TMED10/CSNK1D/TFG/TRAPPC4/TMED2/TMED9/KLHL12,16
GO:0040001,establishment of mitotic spindle localization,16/3235,40/18888,0.000520572,0.004577035,0.003315885,NDEL1/PLK1/MAPRE1/ITGB1/CLASP2/NUSAP1/KPNB1/KAT5/DCTN1/ZW10/MAD2L1/CLASP1/SPRY1/GPSM1/SAPCD2/FBXW11,16
