,chrom_1,start_1,end_1,chrom_2,start_2,end_2
6047,chr8,18069791,18069878,chr8,18069791,18069832
6048,chr8,18069791,18069878,chr8,18069840,18069876
6049,chr8,18069791,18069878,chr8,18069791,18069832
6050,chr8,18069791,18069878,chr8,18069840,18069876
6051,chr8,18069791,18069878,chr8,18069840,18069876
6052,chr8,18069791,18069878,chr8,18069840,18069876
6053,chr8,18069791,18069878,chr8,18069791,18069832
6054,chr8,18069791,18069878,chr8,18069791,18069832
6055,chr8,18069791,18069878,chr8,18069840,18069876
6056,chr8,18069791,18069878,chr8,18069791,18069832
6057,chr8,18069791,18069878,chr8,18069840,18069876
6058,chr8,18069791,18069878,chr8,18069791,18069832
6059,chr22,18088075,18105396,chr22,18090850,18090991
6060,chr22,18088075,18105396,chr22,18090838,18090961
6061,chr22,18088075,18105396,chr22,18090775,18090820
6062,chr22,18088075,18105396,chr22,18090775,18090820
6063,chr22,18088075,18105396,chr22,18090838,18090961
6064,chr22,18088075,18105396,chr22,18090850,18090991
6065,chr20,18142357,18143169,chr20,18142622,18142701
6066,chr17,18208218,18209954,chr17,18208489,18208497
6067,chr17,18208218,18209954,chr17,18209872,18209912
6068,chr17,18208218,18209954,chr17,18209460,18209481
6069,chr17,18208218,18209954,chr17,18209214,18209242
6070,chr17,18208218,18209954,chr17,18209151,18209193
6071,chr17,18208218,18209954,chr17,18209150,18209168
6072,chr17,18208218,18209954,chr17,18208529,18208566
6073,chr17,18208218,18209954,chr17,18208528,18208589
6074,chr17,18208218,18209954,chr17,18208598,18208632
6075,chr17,18208218,18209954,chr17,18208656,18208702
6076,chr17,18208218,18209954,chr17,18208459,18208516
6077,chr17,18208218,18209954,chr17,18208943,18208977
6078,chr17,18208218,18209954,chr17,18208529,18208598
6079,chr17,18208218,18209954,chr17,18208529,18208593
6080,chr17,18208396,18209954,chr17,18209872,18209912
6081,chr17,18208396,18209398,chr17,18209150,18209168
6082,chr17,18208396,18209954,chr17,18208598,18208632
6083,chr17,18208396,18209954,chr17,18209460,18209481
6084,chr17,18208396,18209398,chr17,18208529,18208593
6085,chr17,18208396,18209398,chr17,18208598,18208632
6086,chr17,18208396,18209398,chr17,18208529,18208566
6087,chr17,18208396,18209398,chr17,18208528,18208589
6088,chr17,18208396,18209398,chr17,18208943,18208977
6089,chr17,18208396,18209954,chr17,18208529,18208593
6090,chr17,18208396,18209398,chr17,18208656,18208702
6091,chr17,18208396,18209398,chr17,18208529,18208598
6092,chr17,18208396,18209398,chr17,18209151,18209193
6093,chr17,18208396,18209398,chr17,18209214,18209242
6094,chr17,18208396,18209954,chr17,18208489,18208497
6095,chr17,18208396,18209954,chr17,18208459,18208516
6096,chr17,18208396,18209954,chr17,18208529,18208566
6097,chr17,18208396,18209954,chr17,18209214,18209242
6098,chr17,18208396,18209398,chr17,18208489,18208497
6099,chr17,18208396,18209398,chr17,18208459,18208516
6100,chr17,18208396,18209954,chr17,18208656,18208702
6101,chr17,18208396,18209954,chr17,18208943,18208977
6102,chr17,18208396,18209954,chr17,18208528,18208589
6103,chr17,18208396,18209954,chr17,18208529,18208598
6104,chr17,18208396,18209954,chr17,18209150,18209168
6105,chr17,18208396,18209954,chr17,18209151,18209193
6106,chr6,18223859,18225718,chr6,18225478,18225519
6107,chr6,18223859,18225718,chr6,18225333,18225362
6108,chr6,18223859,18225718,chr6,18225395,18225447
6109,chr6,18223859,18225718,chr6,18224717,18224762
6110,chr6,18223859,18225718,chr6,18225171,18225241
6111,chr6,18223859,18225718,chr6,18225194,18225231
6112,chr6,18224192,18225718,chr6,18225194,18225231
6113,chr6,18224192,18225718,chr6,18225333,18225362
6114,chr6,18224192,18225718,chr6,18225395,18225447
6115,chr6,18224192,18225718,chr6,18225478,18225519
6116,chr6,18224192,18225718,chr6,18225171,18225241
6117,chr6,18224192,18225718,chr6,18224717,18224762
6118,chr6,18224216,18225718,chr6,18224717,18224762
6119,chr6,18224216,18225730,chr6,18225171,18225241
6120,chr6,18224216,18225730,chr6,18225395,18225447
6121,chr6,18224216,18225730,chr6,18224717,18224762
6122,chr6,18224216,18225730,chr6,18225194,18225231
6123,chr6,18224216,18225730,chr6,18225333,18225362
6124,chr6,18224216,18225718,chr6,18225333,18225362
6125,chr6,18224216,18225718,chr6,18225194,18225231
6126,chr6,18224216,18225718,chr6,18225395,18225447
6127,chr6,18224216,18225718,chr6,18225478,18225519
6128,chr6,18224216,18225718,chr6,18225171,18225241
6129,chr6,18224216,18225730,chr6,18225478,18225519
6130,chr6,18224345,18226146,chr6,18225395,18225447
6131,chr6,18224345,18226146,chr6,18225333,18225362
6132,chr6,18224345,18226146,chr6,18225194,18225231
6133,chr6,18224345,18226146,chr6,18225478,18225519
6134,chr6,18224345,18226146,chr6,18225171,18225241
6135,chr6,18224345,18226146,chr6,18224717,18224762
6136,chr6,18225469,18225718,chr6,18225478,18225519
6137,chrX,18239312,18241250,chrX,18239529,18239690
6138,chrX,18239313,18241371,chrX,18239529,18239690
6139,chrX,18239317,18239953,chrX,18239529,18239690
6140,chr17,18243907,18244875,chr17,18244645,18244697
6141,chr17,18243907,18244875,chr17,18244640,18244696
6142,chr17,18243907,18244875,chr17,18244645,18244697
6143,chr17,18243907,18244875,chr17,18244636,18244698
6144,chr17,18243907,18244875,chr17,18244640,18244696
6145,chr17,18243907,18244875,chr17,18244636,18244698
6146,chr19,18279693,18280440,chr19,18280421,18280430
6147,chr19,18279693,18280440,chr19,18279784,18279826
6148,chr19,18279693,18280440,chr19,18280332,18280350
6149,chr19,18279693,18280440,chr19,18279785,18279819
6150,chr19,18279693,18280440,chr19,18280326,18280344
6151,chr19,18306235,18307463,chr19,18307261,18307316
6152,chr19,18306906,18307463,chr19,18307261,18307316
6153,chr19,18306915,18307555,chr19,18307261,18307316
6154,chr17,18323070,18328056,chr17,18323242,18323293
6155,chr19,18363583,18369950,chr19,18367377,18367426
6156,chr11,18365869,18367045,chr11,18366320,18366368
6157,chr11,18365869,18366813,chr11,18366320,18366368
6158,chr19,18388285,18388484,chr19,18388465,18388502
6159,chr19,18388935,18389176,chr19,18388979,18389049
6160,chr19,18388935,18389176,chr19,18388938,18389031
6161,chr19,18388935,18389176,chr19,18389087,18389140
6162,chr19,18388935,18389176,chr19,18388945,18389027
6163,chr19,18388935,18389176,chr19,18389090,18389135
6164,chr19,18388935,18389176,chr19,18389079,18389150
6165,chr19,18388935,18389176,chr19,18389081,18389133
6166,chr19,18434246,18434562,chr19,18434243,18434312
6167,chr19,18434246,18434562,chr19,18434243,18434312
6168,chr19,18434246,18434562,chr19,18434243,18434312
6169,chr19,18434281,18434562,chr19,18434243,18434312
6170,chr19,18442662,18444751,chr19,18443680,18443727
6171,chr19,18442664,18444868,chr19,18443680,18443727
6172,chr6,18465067,18468870,chr6,18467413,18467451
6173,chr11,18480310,18480545,chr11,18480429,18480496
6174,chr11,18480484,18480545,chr11,18480429,18480496
6175,chr19,18531813,18532255,chr19,18532189,18532219
6176,chr19,18532128,18532255,chr19,18532189,18532219
6177,chr19,18538215,18538436,chr19,18538425,18538433
6178,chr19,18539370,18539400,chr19,18539370,18539375
6179,chr19,18557837,18557914,chr19,18557856,18557915
6180,chr20,18560740,18561415,chr20,18560874,18561062
6181,chr20,18560740,18561122,chr20,18560874,18561062
6182,chr20,18560740,18561415,chr20,18560874,18561062
6183,chr20,18560740,18561055,chr20,18560874,18561062
6184,chr20,18560740,18561415,chr20,18560874,18561062
6185,chr19,18575150,18577550,chr19,18576337,18576375
6186,chr19,18593236,18593565,chr19,18593302,18593364
6187,chr19,18593236,18593558,chr19,18593302,18593364
6188,chr19,18620407,18621006,chr19,18620819,18620874
6189,chr19,18620407,18621006,chr19,18620812,18620895
6190,chr19,18620536,18621039,chr19,18620819,18620874
6191,chr19,18620536,18621039,chr19,18620812,18620895
6192,chr19,18620536,18621039,chr19,18620819,18620874
6193,chr19,18620536,18621039,chr19,18620812,18620895
6194,chrX,18628757,18640196,chrX,18628857,18628925
6195,chrX,18628757,18640196,chrX,18628857,18628925
6196,chr10,18675216,18681639,chr10,18677024,18677090
6197,chr16,18791668,18793251,chr16,18792019,18792084
6198,chr16,18791668,18793251,chr16,18791740,18791819
6199,chr16,18791668,18793251,chr16,18791719,18791824
6200,chr16,18791668,18793251,chr16,18791874,18791967
6201,chr16,18791668,18793251,chr16,18792446,18792479
6202,chr16,18791668,18793251,chr16,18792844,18792907
6203,chr16,18791668,18793251,chr16,18793201,18793220
6204,chr16,18791668,18793251,chr16,18791793,18791841
6205,chr16,18791668,18793251,chr16,18791869,18791975
6206,chr16,18791668,18793251,chr16,18792853,18792912
6207,chr16,18791668,18793251,chr16,18793041,18793094
6208,chr16,18791668,18793251,chr16,18791749,18791793
6209,chr16,18791668,18793251,chr16,18791879,18791970
6210,chr16,18791668,18793251,chr16,18791766,18791812
6211,chr16,18792878,18793370,chr16,18792853,18792912
6212,chr16,18792878,18793370,chr16,18793201,18793220
6213,chr16,18792878,18793370,chr16,18792844,18792907
6214,chr16,18792878,18793370,chr16,18793041,18793094
6215,chr16,18792946,18793251,chr16,18793041,18793094
6216,chr16,18792946,18793251,chr16,18793201,18793220
6217,chr16,18793021,18793251,chr16,18793041,18793094
6218,chr16,18793021,18793251,chr16,18793201,18793220
6219,chr19,18865288,18865778,chr19,18865560,18865577
6220,chr19,18865560,18865778,chr19,18865560,18865577
6221,chr19,18865560,18865778,chr19,18865560,18865577
6222,chr19,18865560,18865778,chr19,18865560,18865577
6223,chr19,18865560,18865778,chr19,18865560,18865577
6224,chr19,18866520,18868229,chr19,18867999,18868050
6225,chr19,18866520,18868204,chr19,18866650,18866702
6226,chr19,18866520,18868230,chr19,18867999,18868050
6227,chr19,18866520,18868230,chr19,18866650,18866702
6228,chr19,18866520,18868230,chr19,18867493,18867515
6229,chr19,18866520,18868230,chr19,18867496,18867532
6230,chr19,18866520,18868230,chr19,18867496,18867532
6231,chr19,18866520,18868230,chr19,18867999,18868050
6232,chr19,18866520,18868230,chr19,18867999,18868050
6233,chr19,18866520,18868230,chr19,18866650,18866702
6234,chr19,18866520,18868230,chr19,18867493,18867515
6235,chr19,18866520,18868230,chr19,18867496,18867532
6236,chr19,18866520,18868229,chr19,18867493,18867515
6237,chr19,18866520,18868229,chr19,18867496,18867532
6238,chr19,18866520,18868229,chr19,18867999,18868050
6239,chr19,18866520,18868229,chr19,18866650,18866702
6240,chr19,18866520,18868230,chr19,18867493,18867515
6241,chr19,18866520,18868230,chr19,18867496,18867532
6242,chr19,18866520,18868229,chr19,18867493,18867515
6243,chr19,18866520,18868229,chr19,18867496,18867532
6244,chr19,18866520,18868230,chr19,18866650,18866702
6245,chr19,18866520,18868204,chr19,18867493,18867515
6246,chr19,18866520,18868204,chr19,18867496,18867532
6247,chr19,18866520,18868204,chr19,18867999,18868050
6248,chr19,18866520,18868229,chr19,18866650,18866702
6249,chr19,18866520,18868229,chr19,18867493,18867515
6250,chr19,18866520,18868229,chr19,18867496,18867532
6251,chr19,18866520,18868229,chr19,18867999,18868050
6252,chr19,18866520,18868229,chr19,18866650,18866702
6253,chr19,18866520,18868230,chr19,18867999,18868050
6254,chr19,18866520,18868230,chr19,18867493,18867515
6255,chr19,18866520,18868230,chr19,18866650,18866702
6256,chr19,18899513,18899678,chr19,18899551,18899599
6257,chr19,18899516,18899678,chr19,18899551,18899599
6258,chr19,18899562,18899678,chr19,18899551,18899599
6259,chr19,18899572,18899678,chr19,18899551,18899599
6260,chr22,19036281,19038864,chr22,19037915,19037945
6261,chr22,19036281,19038864,chr22,19038460,19038513
6262,chr22,19036281,19038864,chr22,19036334,19036380
6263,chr22,19036281,19038864,chr22,19038372,19038411
6264,chr22,19036281,19038864,chr22,19036905,19036948
6265,chr22,19036281,19038864,chr22,19037552,19037617
6266,chr22,19036281,19038864,chr22,19038372,19038411
6267,chr22,19036281,19038864,chr22,19038460,19038513
6268,chr22,19036281,19038864,chr22,19038829,19038867
6269,chr22,19036281,19038864,chr22,19037915,19037945
6270,chr22,19036281,19038864,chr22,19037569,19037610
6271,chr22,19036281,19038864,chr22,19038829,19038867
6272,chr22,19036281,19038864,chr22,19036722,19036809
6273,chr22,19036281,19038864,chr22,19036744,19036817
6274,chr22,19036281,19038864,chr22,19037552,19037617
6275,chr22,19036281,19038864,chr22,19036905,19036948
6276,chr22,19036281,19038864,chr22,19036347,19036388
6277,chr22,19036281,19038864,chr22,19036722,19036809
6278,chr22,19036281,19038864,chr22,19036744,19036817
6279,chr22,19036281,19038864,chr22,19037569,19037610
6280,chr22,19036281,19038864,chr22,19036334,19036380
6281,chr22,19036281,19038864,chr22,19036347,19036388
6282,chr22,19036285,19039121,chr22,19036722,19036809
6283,chr22,19036285,19038864,chr22,19037552,19037617
6284,chr22,19036285,19038864,chr22,19037569,19037610
6285,chr22,19036285,19038864,chr22,19036334,19036380
6286,chr22,19036285,19038864,chr22,19038829,19038867
6287,chr22,19036285,19038864,chr22,19038460,19038513
6288,chr22,19036285,19038864,chr22,19038372,19038411
6289,chr22,19036285,19038864,chr22,19037915,19037945
6290,chr22,19036285,19039121,chr22,19038829,19038867
6291,chr22,19036285,19038864,chr22,19036347,19036388
6292,chr22,19036285,19039121,chr22,19036905,19036948
6293,chr22,19036285,19039121,chr22,19036334,19036380
6294,chr22,19036285,19039121,chr22,19038884,19038924
6295,chr22,19036285,19039121,chr22,19036744,19036817
6296,chr22,19036285,19039121,chr22,19037569,19037610
6297,chr22,19036285,19039121,chr22,19037552,19037617
6298,chr22,19036285,19038864,chr22,19036905,19036948
6299,chr22,19036285,19039121,chr22,19038460,19038513
6300,chr22,19036285,19039121,chr22,19037915,19037945
6301,chr22,19036285,19039121,chr22,19038372,19038411
6302,chr22,19036285,19038864,chr22,19036722,19036809
6303,chr22,19036285,19038864,chr22,19036744,19036817
6304,chr22,19036285,19039121,chr22,19036347,19036388
6305,chr9,19050601,19051025,chr9,19050696,19050760
6306,chr19,19057495,19058135,chr19,19058064,19058124
6307,chr19,19057628,19058176,chr19,19058064,19058124
6308,chr19,19057628,19058159,chr19,19058064,19058124
6309,chr19,19057628,19058178,chr19,19058064,19058124
6310,chr17,19061911,19062669,chr17,19062071,19062140
6311,chr17,19061911,19062669,chr17,19062089,19062136
6312,chr17,19061911,19062669,chr17,19062086,19062139
6313,chr1,19074509,19074831,chr1,19074603,19074705
6314,chr1,19074509,19074831,chr1,19074548,19074804
6315,chr1,19074509,19074831,chr1,19074548,19074804
6316,chr1,19074509,19074831,chr1,19074603,19074705
6317,chr1,19074513,19074831,chr1,19074548,19074804
6318,chr1,19074513,19074831,chr1,19074603,19074705
6319,chr16,19078158,19079262,chr16,19078300,19078370
6320,chr16,19078158,19080095,chr16,19078300,19078370
6321,chr16,19078158,19078304,chr16,19078300,19078370
6322,chr19,19110876,19113030,chr19,19112659,19112723
6323,chr19,19110876,19113030,chr19,19112592,19112659
6324,chr19,19110876,19113030,chr19,19112109,19112160
6325,chr16,19114640,19116455,chr16,19115496,19115574
6326,chr9,19115760,19116247,chr9,19116042,19116088
6327,chr19,19119168,19119929,chr19,19119878,19119963
6328,chr19,19119168,19119929,chr19,19119878,19119963
6329,chr19,19119639,19120183,chr19,19119878,19119963
6330,chr19,19119659,19119929,chr19,19119878,19119963
6331,chr22,19121528,19121952,chr22,19121565,19121622
6332,chr22,19175580,19176129,chr22,19175612,19175704
6333,chr22,19175580,19176129,chr22,19175633,19175694
6334,chr22,19175580,19176129,chr22,19175903,19175982
6335,chr22,19175592,19176129,chr22,19175612,19175704
6336,chr22,19175592,19176129,chr22,19175633,19175694
6337,chr22,19175592,19176129,chr22,19175903,19175982
6338,chr1,19215659,19219302,chr1,19219220,19219264
6339,chr1,19215659,19219302,chr1,19219154,19219263
6340,chr1,19215659,19219302,chr1,19219220,19219264
6341,chr1,19215659,19219302,chr1,19219220,19219264
6342,chr1,19215659,19219302,chr1,19219154,19219263
6343,chr1,19215659,19219302,chr1,19219154,19219263
6344,chr1,19216804,19219482,chr1,19219154,19219263
6345,chr1,19216804,19219482,chr1,19219220,19219264
6346,chr1,19216804,19219482,chr1,19219154,19219263
6347,chr1,19216804,19219482,chr1,19219220,19219264
6348,chr1,19216804,19219302,chr1,19219220,19219264
6349,chr1,19216804,19219302,chr1,19219154,19219263
6350,chr1,19216804,19219482,chr1,19219154,19219263
6351,chr1,19216804,19219482,chr1,19219220,19219264
6352,chr1,19216804,19219482,chr1,19219220,19219264
6353,chr1,19216804,19219482,chr1,19219154,19219263
6354,chr1,19216804,19219482,chr1,19219154,19219263
6355,chr1,19216804,19219482,chr1,19219220,19219264
6356,chr1,19216873,19219302,chr1,19219154,19219263
6357,chr1,19216873,19219302,chr1,19219220,19219264
6358,chr1,19218147,19219302,chr1,19219220,19219264
6359,chr1,19218147,19219302,chr1,19219154,19219263
6360,chr1,19222623,19222834,chr1,19222625,19222670
6361,chr1,19222623,19222834,chr1,19222625,19222670
6362,chr1,19222623,19222834,chr1,19222625,19222670
6363,chr1,19222623,19222834,chr1,19222625,19222670
6364,chr1,19222623,19222834,chr1,19222625,19222670
6365,chr1,19303964,19304224,chr1,19304049,19304114
6366,chr1,19303998,19304224,chr1,19304049,19304114
6367,chr22,19330697,19331439,chr22,19330730,19330784
6368,chr22,19330697,19331439,chr22,19331297,19331334
6369,chr22,19330697,19331439,chr22,19331297,19331334
6370,chr22,19330697,19331439,chr22,19330730,19330784
6371,chr1,19338774,19339617,chr1,19339032,19339075
6372,chr1,19338774,19339529,chr1,19338924,19338981
6373,chr1,19338774,19339529,chr1,19339004,19339174
6374,chr1,19338774,19339617,chr1,19339004,19339174
6375,chr1,19338774,19339529,chr1,19339032,19339075
6376,chr1,19338774,19339617,chr1,19338924,19338981
6377,chr1,19338775,19339566,chr1,19338924,19338981
6378,chr1,19338775,19339566,chr1,19339032,19339075
6379,chr1,19338775,19339566,chr1,19339004,19339174
6380,chr1,19339136,19339617,chr1,19339004,19339174
6381,chr19,19355707,19357760,chr19,19357611,19357664
6382,chr19,19355707,19357753,chr19,19357611,19357664
6383,chr19,19355707,19358079,chr19,19357611,19357664
6384,chr19,19355707,19357755,chr19,19357611,19357664
6385,chr19,19355782,19358754,chr19,19357611,19357664
6386,chr22,19359335,19359484,chr22,19359346,19359388
6387,chrX,19359488,19359844,chrX,19359756,19359826
6388,chrX,19359488,19361718,chrX,19359756,19359826
6389,chrX,19359488,19361658,chrX,19359756,19359826
6390,chrX,19359488,19359832,chrX,19359756,19359826
6391,chrX,19359488,19359847,chrX,19359756,19359826
6392,chrX,19359488,19359806,chrX,19359756,19359826
6393,chrX,19359653,19361678,chrX,19359756,19359826
6394,chrX,19359653,19361718,chrX,19359756,19359826
6395,chrX,19359653,19361705,chrX,19359756,19359826
6396,chrX,19359653,19359839,chrX,19359756,19359826
6397,chrX,19359653,19361718,chrX,19359756,19359826
6398,chr22,19407183,19407274,chr22,19407186,19407221
6399,chr22,19407183,19407274,chr22,19407186,19407221
6400,chr22,19435637,19436010,chr22,19435637,19435788
6401,chr22,19435637,19436067,chr22,19435637,19435788
6402,chr22,19440885,19444264,chr22,19443036,19443095
6403,chr19,19501117,19501416,chr19,19501159,19501201
6404,chr19,19501117,19501416,chr19,19501159,19501201
6405,chr16,19501692,19503469,chr16,19503424,19503470
6406,chr16,19502382,19503617,chr16,19503424,19503470
6407,chr19,19505343,19507341,chr19,19506697,19506750
6408,chr19,19505343,19507341,chr19,19505353,19505398
6409,chr19,19505343,19505707,chr19,19505353,19505398
6410,chr19,19505474,19508932,chr19,19506697,19506750
6411,chr19,19505474,19508927,chr19,19506697,19506750
6412,chr19,19505474,19508931,chr19,19506697,19506750
6413,chr19,19505474,19508927,chr19,19506697,19506750
6414,chr12,19518117,19522227,chr12,19519989,19520059
6415,chr12,19518720,19520223,chr12,19519989,19520059
6416,chr12,19518720,19522239,chr12,19519989,19520059
6417,chr17,19533859,19535614,chr17,19533947,19533990
6418,chr17,19533875,19534074,chr17,19533947,19533990
6419,chr17,19533877,19534074,chr17,19533947,19533990
6420,chr19,19679180,19680032,chr19,19679285,19679361
6421,chr19,19679180,19680032,chr19,19679285,19679361
6422,chr7,19695460,19698315,chr7,19696968,19697018
6423,chr16,19701936,19706909,chr16,19706467,19706515
6424,chr16,19705301,19706793,chr16,19706467,19706515
6425,chr16,19706350,19707131,chr16,19706467,19706515
6426,chr16,19706355,19706909,chr16,19706467,19706515
6427,chr22,19722236,19723319,chr22,19722929,19722981
6428,chr22,19722236,19723319,chr22,19722733,19722785
6429,chr22,19722427,19723319,chr22,19722733,19722785
6430,chr22,19722427,19723274,chr22,19722929,19722981
6431,chr22,19722427,19723274,chr22,19722733,19722785
6432,chr22,19722427,19723579,chr22,19722929,19722981
6433,chr22,19722427,19723579,chr22,19722733,19722785
6434,chr22,19722427,19723319,chr22,19722929,19722981
6435,chr22,19722484,19723319,chr22,19722733,19722785
6436,chr22,19722484,19723579,chr22,19722733,19722785
6437,chr22,19722484,19723579,chr22,19722733,19722785
6438,chr22,19722484,19723319,chr22,19722929,19722981
6439,chr22,19722484,19723579,chr22,19722929,19722981
6440,chr22,19722484,19723579,chr22,19722929,19722981
6441,chr22,19723853,19724772,chr22,19724716,19724745
6442,chr22,19723853,19724772,chr22,19724280,19724322
6443,chr22,19724464,19724771,chr22,19724716,19724745
6444,chr22,19766867,19767334,chr22,19767085,19767130
6445,chr22,19766867,19767334,chr22,19767085,19767130
6446,chr22,19783222,19788708,chr22,19788606,19788660
6447,chr22,19783222,19788708,chr22,19787184,19787263
6448,chr22,19788414,19788708,chr22,19788606,19788660
6449,chr22,19788417,19788617,chr22,19788606,19788660
6450,chr22,19846137,19851166,chr22,19846448,19846537
6451,chr22,19846137,19851166,chr22,19850497,19850560
6452,chr22,19846145,19851166,chr22,19846448,19846537
6453,chr22,19846145,19851166,chr22,19846448,19846537
6454,chr22,19846145,19851166,chr22,19850497,19850560
6455,chr22,19846145,19851166,chr22,19850497,19850560
6456,chr8,19851648,19852067,chr8,19851777,19851829
6457,chr8,19851648,19852035,chr8,19851777,19851829
6458,chr8,19851771,19852083,chr8,19851777,19851829
6459,chr8,19851805,19852067,chr8,19851777,19851829
6460,chr8,19851805,19852061,chr8,19851777,19851829
6461,chr22,19875516,19875807,chr22,19875579,19875677
6462,chr22,19875516,19875807,chr22,19875734,19875806
6463,chr22,19875517,19875807,chr22,19875579,19875677
6464,chr22,19875517,19875807,chr22,19875734,19875806
6465,chr22,19875518,19875807,chr22,19875579,19875677
6466,chr22,19875518,19875807,chr22,19875734,19875806
6467,chr22,19875521,19875807,chr22,19875734,19875806
6468,chr22,19875521,19875807,chr22,19875579,19875677
6469,chr22,19875521,19877104,chr22,19875579,19875677
6470,chr22,19875521,19875807,chr22,19875734,19875806
6471,chr22,19875521,19875807,chr22,19875579,19875677
6472,chr22,19875521,19875807,chr22,19875579,19875677
6473,chr22,19875521,19875807,chr22,19875734,19875806
6474,chr22,19875521,19877104,chr22,19875734,19875806
6475,chr22,19875640,19875807,chr22,19875579,19875677
6476,chr22,19875640,19875807,chr22,19875734,19875806
6477,chr17,19904301,19906226,chr17,19905253,19905311
6478,chr22,19968535,19969955,chr22,19969062,19969079
6479,chr22,19968535,19969955,chr22,19969062,19969079
6480,chr22,19968736,19969975,chr22,19969062,19969079
6481,chr22,19968736,19969955,chr22,19969062,19969079
6482,chr22,19968736,19969955,chr22,19969062,19969079
6483,chr22,19968736,19969874,chr22,19969062,19969079
6484,chr22,19969895,19970743,chr22,19970357,19970444
6485,chr22,19969895,19970743,chr22,19970671,19970700
6486,chr22,19969895,19970743,chr22,19970032,19970066
6487,chr22,19969895,19970743,chr22,19970262,19970321
6488,chr2,19992051,19993110,chr2,19992924,19993045
6489,chr2,19992051,19993110,chr2,19992945,19993064
6490,chr2,19992051,19993110,chr2,19992680,19992711
6491,chr2,19992051,19993110,chr2,19992475,19992504
6492,chr2,19992051,19993110,chr2,19992193,19992223
6493,chr2,19993036,19993110,chr2,19992924,19993045
6494,chr2,19993036,19993110,chr2,19992945,19993064
6495,chr22,20021121,20021246,chr22,20021233,20021287
6496,chr2,20032649,20033204,chr2,20032878,20032965
6497,chr2,20032649,20033204,chr2,20032835,20032878
6498,chr2,20032649,20033204,chr2,20032834,20032878
6499,chr2,20032649,20033204,chr2,20032828,20032889
6500,chr2,20032649,20033204,chr2,20032878,20032904
6501,chr2,20032649,20033204,chr2,20032765,20032828
6502,chr2,20032649,20033204,chr2,20032767,20032819
6503,chr2,20032649,20033204,chr2,20032713,20032752
6504,chr2,20032649,20033204,chr2,20032792,20032998
6505,chr2,20032649,20033204,chr2,20032714,20032742
6506,chr22,20064541,20065925,chr22,20065014,20065057
6507,chr22,20064541,20065862,chr22,20065014,20065057
6508,chr22,20064541,20065264,chr22,20065014,20065057
6509,chr22,20064564,20065925,chr22,20065014,20065057
6510,chr22,20064662,20065364,chr22,20065014,20065057
6511,chr22,20064662,20065925,chr22,20065014,20065057
6512,chr22,20064662,20065925,chr22,20065014,20065057
6513,chr22,20064662,20065925,chr22,20065014,20065057
6514,chr22,20064662,20065926,chr22,20065014,20065057
6515,chr22,20064662,20067164,chr22,20065014,20065057
6516,chr22,20064662,20065358,chr22,20065014,20065057
6517,chr22,20110024,20111261,chr22,20111208,20111266
6518,chr22,20110024,20111872,chr22,20111208,20111266
6519,chr22,20110024,20111877,chr22,20111208,20111266
6520,chr22,20110108,20111872,chr22,20111208,20111266
6521,chr22,20110108,20111872,chr22,20111208,20111266
6522,chr22,20110108,20111872,chr22,20111208,20111266
6523,chr22,20110108,20111872,chr22,20111208,20111266
6524,chr22,20110108,20111872,chr22,20111208,20111266
6525,chr22,20111874,20112562,chr22,20112554,20112631
6526,chr22,20111874,20112562,chr22,20112048,20112128
6527,chr22,20111874,20112562,chr22,20112048,20112128
6528,chr22,20111874,20112562,chr22,20112554,20112631
6529,chr22,20112300,20112562,chr22,20112554,20112631
6530,chr22,20112303,20112773,chr22,20112554,20112631
6531,chr22,20112337,20112562,chr22,20112554,20112631
6532,chr22,20113117,20113234,chr22,20113165,20113224
6533,chr11,20118132,20118581,chr11,20118507,20118553
6534,chr11,20118258,20118603,chr11,20118507,20118553
6535,chr11,20118258,20118574,chr11,20118507,20118553
6536,chr11,20118258,20121601,chr11,20118507,20118553
6537,chr11,20118258,20121598,chr11,20118507,20118553
6538,chr11,20118258,20121601,chr11,20118507,20118553
6539,chr22,20142755,20142987,chr22,20142755,20142803
6540,chr22,20145400,20148007,chr22,20146133,20146177
6541,chr22,20145400,20146450,chr22,20146147,20146192
6542,chr22,20145400,20146450,chr22,20146133,20146177
6543,chr22,20145400,20148007,chr22,20146147,20146192
6544,chrX,20149910,20155397,chrX,20149986,20150044
6545,chrX,20149910,20155397,chrX,20154953,20154965
6546,chrX,20149910,20155397,chrX,20150280,20150334
6547,chrX,20149910,20155397,chrX,20150010,20150038
6548,chrX,20149910,20155397,chrX,20150697,20150739
6549,chrX,20153661,20155397,chrX,20154953,20154965
6550,chrX,20153806,20155397,chrX,20154953,20154965
6551,chrX,20154589,20155397,chrX,20154953,20154965
6552,chrX,20154750,20155397,chrX,20154953,20154965
6553,chrX,20154786,20155397,chrX,20154953,20154965
6554,chrX,20154795,20155520,chrX,20154953,20154965
6555,chrX,20154834,20155397,chrX,20154953,20154965
6556,chrX,20154845,20155520,chrX,20154953,20154965
6557,chrX,20154931,20155397,chrX,20154953,20154965
6558,chr3,20185974,20186427,chr3,20186117,20186179
6559,chr2,20200796,20202765,chr2,20202377,20202408
6560,chr2,20200796,20202765,chr2,20202187,20202229
6561,chr2,20200796,20202765,chr2,20201918,20201952
6562,chr2,20200796,20202765,chr2,20202058,20202094
6563,chr2,20200796,20202765,chr2,20202147,20202187
