X,DDX6_chrom,DDX6_start,DDX6_end,strand,confidence_score,sample_or_tissue_used,3UTR_chrom,3UTR_start,3UTR_end,GENCODE_ID
4862,chr10,26748408,26748483,-,5.018019887,K562,chr10,26746592,26748569,ENST00000376142.6
4863,chr10,26748408,26748483,-,5.018019887,K562,chr10,26746592,26748569,ENST00000376139.6
4864,chr10,26748408,26748483,-,5.018019887,K562,chr10,26746592,26748569,ENST00000376166.5
4865,chr10,26748408,26748483,-,5.018019887,K562,chr10,26746592,26748569,ENST00000359188.8
4866,chr10,26748408,26748483,-,5.018019887,K562,chr10,26746592,26748569,ENST00000376160.5
4867,chr10,26748408,26748483,-,5.018019887,K562,chr10,26746592,26748569,ENST00000376138.7
4868,chr10,26748408,26748483,-,5.018019887,K562,chr10,26746595,26748569,ENST00000376140.4
4869,chr10,26748408,26748483,-,5.018019887,K562,chr10,26746595,26748569,ENST00000376137.8
4870,chr10,26748408,26748483,-,5.018019887,K562,chr10,26746595,26748569,ENST00000536334.5
4871,chr10,26748408,26748483,-,5.018019887,K562,chr10,26746595,26748569,ENST00000490841.6
4872,chr10,26748408,26748483,-,5.018019887,K562,chr10,26746894,26748569,ENST00000346832.10
4873,chr1,26781864,26781893,+,3.882310524,HepG2,chr1,26780756,26782104,ENST00000324856.13
4874,chr1,26781198,26781228,+,4.661830076,K562,chr1,26780756,26782104,ENST00000324856.13
4875,chr1,26781241,26781290,+,5.920842641,K562,chr1,26780756,26782104,ENST00000324856.13
4876,chr1,26781870,26781911,+,5.059304654,HepG2,chr1,26780756,26782104,ENST00000324856.13
4877,chr1,26781660,26781691,+,3.016910938,HepG2,chr1,26780756,26782104,ENST00000324856.13
4878,chr1,26781529,26781625,+,8.836335421,HepG2,chr1,26780756,26782104,ENST00000324856.13
4879,chr1,26911607,26911657,-,8.797130412,HepG2,chr1,26911488,26911844,ENST00000254227.4
4880,chr1,26946280,26946364,+,5.920842641,K562,chr1,26946181,26946871,ENST00000321265.10
4881,chr12,26966554,26966612,+,4.308259517,K562,chr12,26964733,26966650,ENST00000327214.5
4882,chr12,26966554,26966612,+,4.308259517,K562,chr12,26964733,26966648,ENST00000229395.8
4883,chr2,27027015,27027063,+,9.334504657,K562,chr2,27026348,27027219,ENST00000233121.7
4884,chr2,27027021,27027054,+,6.567770441,K562,chr2,27026348,27027219,ENST00000233121.7
4885,chr2,27027015,27027063,+,9.334504657,K562,chr2,27026348,27027196,ENST00000405074.7
4886,chr2,27027021,27027054,+,6.567770441,K562,chr2,27026348,27027196,ENST00000405074.7
4887,chr2,27026938,27027004,+,16.06774445,K562,chr2,27026348,27027219,ENST00000233121.7
4888,chr2,27026845,27026903,+,11.9361557,K562,chr2,27026348,27027219,ENST00000233121.7
4889,chr2,27026444,27026480,+,6.464207677,K562,chr2,27026348,27027219,ENST00000233121.7
4890,chr2,27026463,27026485,+,5.917793237,K562,chr2,27026348,27027219,ENST00000233121.7
4891,chr2,27026942,27027015,+,17.93998246,K562,chr2,27026348,27027196,ENST00000405074.7
4892,chr2,27026845,27026903,+,11.9361557,K562,chr2,27026348,27027196,ENST00000405074.7
4893,chr2,27026844,27026912,+,13.64311616,K562,chr2,27026348,27027219,ENST00000233121.7
4894,chr2,27026480,27026524,+,8.859227438,K562,chr2,27026348,27027219,ENST00000233121.7
4895,chr2,27026942,27027015,+,17.93998246,K562,chr2,27026348,27027219,ENST00000233121.7
4896,chr2,27026444,27026480,+,6.464207677,K562,chr2,27026348,27027196,ENST00000405074.7
4897,chr2,27026844,27026912,+,13.64311616,K562,chr2,27026348,27027196,ENST00000405074.7
4898,chr2,27026480,27026524,+,8.859227438,K562,chr2,27026348,27027196,ENST00000405074.7
4899,chr2,27026463,27026485,+,5.917793237,K562,chr2,27026348,27027196,ENST00000405074.7
4900,chr2,27026938,27027004,+,16.06774445,K562,chr2,27026348,27027196,ENST00000405074.7
4901,chr2,27040820,27040851,+,3.545634347,K562,chr2,27040837,27041693,ENST00000404032.7
4902,chr2,27040820,27040851,+,3.545634347,K562,chr2,27040837,27041694,ENST00000238788.14
4903,chr2,27041346,27041389,+,4.28721069,K562,chr2,27040837,27041693,ENST00000404032.7
4904,chr2,27041346,27041389,+,4.28721069,K562,chr2,27040837,27041694,ENST00000238788.14
4905,chr13,27066235,27066313,-,3.424169967,K562,chr13,27066155,27069282,ENST00000282344.11
4906,chr13,27066242,27066295,-,3.610284393,K562,chr13,27066155,27069282,ENST00000282344.11
4907,chr10,27145586,27145587,-,3.693916752,HepG2,chr10,27145418,27147425,ENST00000477432.1
4908,chr10,27145587,27145590,-,3.693916752,HepG2,chr10,27145418,27147425,ENST00000477432.1
4909,chr2,27199680,27199745,-,4.545455288,HepG2,chr2,27199586,27200435,ENST00000310574.8
4910,chr1,27307941,27307987,+,3.957620614,K562,chr1,27306383,27308636,ENST00000319394.8
4911,chr1,27307941,27307987,+,3.957620614,K562,chr1,27306383,27308244,ENST00000361771.7
4912,chr12,27323600,27323651,+,3.693916752,HepG2,chr12,27322455,27325959,ENST00000389032.8
4913,chr9,27327999,27328067,-,3.991571025,K562,chr9,27325208,27330586,ENST00000262244.6
4914,chr9,27327999,27328067,-,3.545634347,K562,chr9,27325208,27330586,ENST00000262244.6
4915,chr11,27367562,27367611,-,5.340467232,HepG2,chr11,27365960,27367866,ENST00000379214.9
4916,chr11,27367562,27367611,-,5.340467232,HepG2,chr11,27365960,27367866,ENST00000389858.4
4917,chr11,27366173,27366285,-,8.473182745,K562,chr11,27365960,27367866,ENST00000389858.4
4918,chr11,27366299,27366335,-,3.96221267,HepG2,chr11,27365960,27367866,ENST00000379214.9
4919,chr11,27366299,27366335,-,3.96221267,HepG2,chr11,27365960,27367866,ENST00000389858.4
4920,chr11,27366179,27366237,-,6.647382247,HepG2,chr11,27365960,27367866,ENST00000389858.4
4921,chr11,27366173,27366285,-,8.473182745,K562,chr11,27365960,27367866,ENST00000379214.9
4922,chr11,27366179,27366237,-,6.647382247,HepG2,chr11,27365960,27367866,ENST00000379214.9
4923,chr3,27373023,27373074,-,3.178734411,K562,chr3,27372720,27376763,ENST00000425128.6
4924,chr3,27375814,27375849,-,3.199661376,HepG2,chr3,27372720,27376763,ENST00000425128.6
4925,chr3,27375814,27375849,-,3.199661376,HepG2,chr3,27372722,27376763,ENST00000428386.5
4926,chr3,27373023,27373074,-,3.178734411,K562,chr3,27372722,27376763,ENST00000428386.5
4927,chr3,27375814,27375849,-,3.199661376,HepG2,chr3,27372722,27376763,ENST00000295736.9
4928,chr3,27373023,27373074,-,3.178734411,K562,chr3,27372722,27376763,ENST00000295736.9
4929,chr2,27376851,27376898,+,4.279424552,HepG2,chr2,27376719,27377533,ENST00000537606.5
4930,chr2,27376851,27376898,+,4.279424552,HepG2,chr2,27376719,27377535,ENST00000233575.7
4931,chr2,27381340,27381468,-,15.99417625,K562,chr2,27381198,27381598,ENST00000344034.5
4932,chr1,27407962,27408007,-,4.01631793,HepG2,chr1,27404229,27408188,ENST00000618852.5
4933,chr1,27405652,27405697,-,4.681982602,K562,chr1,27404229,27408188,ENST00000618852.5
4934,chr1,27404325,27404372,-,4.594322111,HepG2,chr1,27404229,27408188,ENST00000618852.5
4935,chr8,27459030,27459080,+,3.682185412,K562,chr8,27458509,27459390,ENST00000397501.5
4936,chr8,27459030,27459080,+,3.682185412,K562,chr8,27458509,27459386,ENST00000346049.10
4937,chr8,27458810,27458850,+,3.991571025,K562,chr8,27458509,27459386,ENST00000346049.10
4938,chr8,27458810,27458850,+,3.991571025,K562,chr8,27458509,27459391,ENST00000420218.3
4939,chr8,27459036,27459150,+,5.572357631,K562,chr8,27458509,27459386,ENST00000517339.5
4940,chr8,27459036,27459150,+,5.572357631,K562,chr8,27458509,27459386,ENST00000346049.10
4941,chr8,27459030,27459080,+,3.682185412,K562,chr8,27458509,27459386,ENST00000517339.5
4942,chr8,27458810,27458850,+,3.991571025,K562,chr8,27458509,27459386,ENST00000517339.5
4943,chr8,27459030,27459080,+,3.682185412,K562,chr8,27458509,27459391,ENST00000420218.3
4944,chr8,27459036,27459150,+,5.572357631,K562,chr8,27458509,27459391,ENST00000420218.3
4945,chr8,27459036,27459150,+,5.572357631,K562,chr8,27458509,27459390,ENST00000397501.5
4946,chr8,27458810,27458850,+,3.991571025,K562,chr8,27458509,27459390,ENST00000397501.5
4947,chr16,27460864,27460942,-,6.647382247,HepG2,chr16,27460612,27461349,ENST00000356183.9
4948,chr16,27460842,27460897,-,7.134226259,HepG2,chr16,27460612,27461349,ENST00000561623.5
4949,chr16,27460758,27460795,-,3.016910938,HepG2,chr16,27460612,27461349,ENST00000561623.5
4950,chr16,27460758,27460795,-,3.016910938,HepG2,chr16,27460612,27461349,ENST00000356183.9
4951,chr16,27460864,27460942,-,6.647382247,HepG2,chr16,27460612,27461349,ENST00000561623.5
4952,chr16,27460842,27460897,-,7.134226259,HepG2,chr16,27460612,27461349,ENST00000356183.9
4953,chr11,27498566,27498610,-,3.957620614,K562,chr11,27494417,27498648,ENST00000278193.7
4954,chr11,27498566,27498610,-,3.957620614,K562,chr11,27494897,27498648,ENST00000524596.1
4955,chr1,27534445,27534499,-,4.512902227,HepG2,chr1,27534034,27534916,ENST00000247087.10
4956,chr1,27534585,27534701,-,6.819218875,K562,chr1,27534034,27534916,ENST00000247087.10
4957,chr1,27534589,27534661,-,4.681982602,K562,chr1,27534034,27534916,ENST00000247087.10
4958,chr1,27534428,27534499,-,3.682185412,K562,chr1,27534034,27534916,ENST00000247087.10
4959,chr1,27534445,27534499,-,4.512902227,HepG2,chr1,27534244,27534916,ENST00000673934.1
4960,chr1,27534585,27534701,-,6.819218875,K562,chr1,27534244,27534916,ENST00000673934.1
4961,chr1,27534589,27534661,-,4.681982602,K562,chr1,27534244,27534916,ENST00000673934.1
4962,chr1,27534428,27534499,-,3.682185412,K562,chr1,27534244,27534916,ENST00000673934.1
4963,chr1,27534585,27534701,-,6.819218875,K562,chr1,27534272,27534916,ENST00000644989.1
4964,chr1,27534445,27534499,-,4.512902227,HepG2,chr1,27534272,27534916,ENST00000644989.1
4965,chr1,27534428,27534499,-,3.682185412,K562,chr1,27534272,27534916,ENST00000644989.1
4966,chr1,27534589,27534661,-,4.681982602,K562,chr1,27534272,27534916,ENST00000644989.1
4967,chr1,27534585,27534701,-,6.819218875,K562,chr1,27534302,27534916,ENST00000374011.6
4968,chr1,27534589,27534661,-,4.681982602,K562,chr1,27534302,27534916,ENST00000374011.6
4969,chr1,27534445,27534499,-,4.512902227,HepG2,chr1,27534302,27534916,ENST00000374011.6
4970,chr1,27534428,27534499,-,3.682185412,K562,chr1,27534302,27534916,ENST00000374011.6
4971,chr1,27534585,27534701,-,6.819218875,K562,chr1,27534660,27534916,ENST00000642416.1
4972,chr1,27534589,27534661,-,4.681982602,K562,chr1,27534660,27534916,ENST00000642416.1
4973,chr1,27534585,27534701,-,6.819218875,K562,chr1,27534684,27534916,ENST00000642245.1
4974,chr10,27538417,27538479,+,3.96221267,HepG2,chr10,27537875,27539185,ENST00000683755.1
4975,chr10,27538417,27538479,+,3.96221267,HepG2,chr10,27537897,27539829,ENST00000535776.6
4976,chr10,27538417,27538479,+,3.96221267,HepG2,chr10,27538051,27542239,ENST00000356940.11
4977,chr10,27538417,27538479,+,3.96221267,HepG2,chr10,27538051,27539829,ENST00000621805.5
4978,chr10,27538417,27538479,+,3.96221267,HepG2,chr10,27538051,27539284,ENST00000682963.1
4979,chr10,27538417,27538479,+,3.96221267,HepG2,chr10,27538051,27539274,ENST00000682389.1
4980,chr8,27544520,27544588,+,4.907220775,K562,chr8,27544522,27544892,ENST00000518379.5
4981,chr8,27544520,27544588,+,4.907220775,K562,chr8,27544522,27544919,ENST00000517536.5
4982,chr8,27544520,27544588,+,4.907220775,K562,chr8,27544522,27544913,ENST00000380476.7
4983,chr8,27544520,27544588,+,4.907220775,K562,chr8,27544522,27544919,ENST00000521780.5
4984,chr8,27544520,27544588,+,4.907220775,K562,chr8,27544522,27545564,ENST00000521400.6
4985,chr2,27621784,27621844,+,4.681982602,K562,chr2,27621461,27623217,ENST00000355467.6
4986,chr2,27621784,27621844,+,4.681982602,K562,chr2,27621461,27623094,ENST00000379717.5
4987,chr2,27621784,27621844,+,4.681982602,K562,chr2,27621461,27623215,ENST00000416005.6
4988,chr2,27621784,27621844,+,4.681982602,K562,chr2,27621461,27623215,ENST00000413371.6
4989,chr2,27621784,27621844,+,4.681982602,K562,chr2,27621461,27623215,ENST00000556601.5
4990,chr13,27623290,27623382,+,4.661193622,K562,chr13,27623250,27623449,ENST00000302979.5
4991,chr13,27623290,27623382,+,4.661193622,K562,chr13,27623250,27623452,ENST00000399696.3
4992,chr8,27672014,27672063,+,3.536314955,HepG2,chr8,27671351,27673018,ENST00000301904.4
4993,chr12,27755742,27755793,+,3.016910938,HepG2,chr12,27755180,27756294,ENST00000538315.5
4994,chr12,27755742,27755793,+,3.016910938,HepG2,chr12,27755450,27756295,ENST00000081029.8
4995,chr2,27779503,27779634,+,6.863014816,K562,chr2,27779482,27779733,ENST00000296102.8
4996,chr2,27779503,27779634,+,6.863014816,K562,chr2,27779556,27779734,ENST00000379666.7
4997,chr1,27850489,27850590,+,34.07363183,K562,chr1,27850446,27851672,ENST00000373931.8
4998,chr1,27850491,27850563,+,11.24601913,HepG2,chr1,27850446,27851528,ENST00000236412.11
4999,chr1,27850489,27850590,+,34.07363183,K562,chr1,27850446,27851528,ENST00000236412.11
5000,chr1,27850491,27850563,+,11.24601913,HepG2,chr1,27850446,27851672,ENST00000373931.8
5001,chr1,27850481,27850615,+,29.33311714,K562,chr1,27850446,27851672,ENST00000373931.8
5002,chr1,27850481,27850615,+,29.33311714,K562,chr1,27850446,27851676,ENST00000311772.10
5003,chr1,27850491,27850563,+,11.24601913,HepG2,chr1,27850446,27851676,ENST00000311772.10
5004,chr1,27850489,27850590,+,34.07363183,K562,chr1,27850446,27851676,ENST00000311772.10
5005,chr1,27850481,27850615,+,29.33311714,K562,chr1,27850446,27851528,ENST00000236412.11
5006,chr22,27851872,27851942,-,4.070298109,HepG2,chr22,27851668,27853663,ENST00000335272.10
5007,chr22,27851872,27851942,-,4.070298109,HepG2,chr22,27851669,27853612,ENST00000320996.14
5008,chr22,27851872,27851942,-,4.070298109,HepG2,chr22,27851669,27853663,ENST00000455418.7
5009,chr1,27891586,27891650,-,6.577553636,K562,chr1,27891523,27892162,ENST00000373912.8
5010,chr18,27951017,27951078,-,7.543133147,HepG2,chr18,27950965,27952152,ENST00000269141.8
5011,chr18,27951182,27951232,-,11.24601913,HepG2,chr18,27950965,27952152,ENST00000269141.8
5012,chr18,27951037,27951100,-,5.967101334,HepG2,chr18,27950965,27952152,ENST00000269141.8
5013,chr18,27951194,27951233,-,3.476468913,HepG2,chr18,27950965,27952152,ENST00000269141.8
5014,chr18,27951037,27951100,-,5.967101334,HepG2,chr18,27951080,27952152,ENST00000399380.7
5015,chr18,27951194,27951233,-,3.476468913,HepG2,chr18,27951080,27952152,ENST00000399380.7
5016,chr18,27951182,27951232,-,11.24601913,HepG2,chr18,27951080,27952152,ENST00000399380.7
5017,chr15,28111630,28111756,-,5.920842641,K562,chr15,28111039,28111762,ENST00000261609.13
5018,chr17,28347662,28347740,-,10.4184144,K562,chr17,28346632,28348116,ENST00000540200.6
5019,chr17,28347653,28347726,-,6.975736873,HepG2,chr17,28346632,28348116,ENST00000540200.6
5020,chr17,28347653,28347726,-,6.975736873,HepG2,chr17,28347660,28348116,ENST00000618887.2
5021,chr17,28347662,28347740,-,10.4184144,K562,chr17,28347660,28348116,ENST00000618887.2
5022,chr2,28412714,28412751,+,4.613129145,HepG2,chr2,28412448,28417312,ENST00000379619.5
5023,chr2,28412629,28412655,+,4.070298109,HepG2,chr2,28412448,28417317,ENST00000264716.9
5024,chr2,28412629,28412655,+,4.070298109,HepG2,chr2,28412448,28417312,ENST00000379619.5
5025,chr2,28414687,28414705,+,4.070298109,HepG2,chr2,28412448,28417317,ENST00000264716.9
5026,chr2,28414687,28414705,+,4.070298109,HepG2,chr2,28412448,28417312,ENST00000379619.5
5027,chr2,28412714,28412751,+,4.613129145,HepG2,chr2,28412448,28417317,ENST00000264716.9
5028,chr1,28538443,28538473,+,3.540116796,K562,chr1,28538007,28538968,ENST00000649185.1
5029,chr1,28538443,28538473,+,3.540116796,K562,chr1,28538007,28538983,ENST00000373832.5
5030,chr1,28538443,28538473,+,3.540116796,K562,chr1,28538007,28539300,ENST00000373833.10
5031,chr1,28538443,28538473,+,3.540116796,K562,chr1,28538007,28538989,ENST00000683442.1
5032,chr1,28538443,28538473,+,3.540116796,K562,chr1,28538007,28539196,ENST00000398958.6
5033,chr17,28546818,28546902,-,5.03695252,K562,chr17,28546707,28547296,ENST00000484980.5
5034,chr17,28546818,28546902,-,5.03695252,K562,chr17,28546707,28547623,ENST00000301032.8
5035,chr17,28546818,28546902,-,5.03695252,K562,chr17,28546707,28547296,ENST00000335765.9
5036,chr17,28546818,28546902,-,5.03695252,K562,chr17,28546710,28547623,ENST00000470125.5
5037,chr17,28554078,28554110,-,3.991571025,K562,chr17,28553386,28554219,ENST00000308360.8
5038,chr17,28553927,28553983,-,3.504713402,HepG2,chr17,28553386,28554219,ENST00000308360.8
5039,chr17,28554078,28554110,-,3.991571025,K562,chr17,28553386,28554219,ENST00000395346.6
5040,chr17,28553927,28553983,-,3.504713402,HepG2,chr17,28553386,28554219,ENST00000395346.6
5041,chr6,28571844,28571899,-,3.266697184,K562,chr6,28570534,28571910,ENST00000452236.3
5042,chr6,28571844,28571899,-,3.266697184,K562,chr6,28570534,28571910,ENST00000646382.1
5043,chr17,28573257,28573302,-,11.36309105,K562,chr17,28573114,28573525,ENST00000395319.7
5044,chr17,28573257,28573302,-,11.36309105,K562,chr17,28573114,28573525,ENST00000395321.6
5045,chr17,28573257,28573302,-,11.36309105,K562,chr17,28573119,28573525,ENST00000226253.9
5046,chr17,28614501,28614558,-,4.928765132,HepG2,chr17,28614445,28615063,ENST00000528896.7
5047,chr10,28620827,28620887,+,3.504713402,HepG2,chr10,28619606,28623112,ENST00000680735.1
5048,chr10,28620827,28620887,+,3.504713402,HepG2,chr10,28619606,28623112,ENST00000442148.6
5049,chr10,28620827,28620887,+,3.504713402,HepG2,chr10,28619606,28623112,ENST00000679398.1
5050,chr10,28620010,28620077,+,4.739795003,HepG2,chr10,28619606,28623112,ENST00000679398.1
5051,chr10,28620010,28620077,+,4.739795003,HepG2,chr10,28619606,28623112,ENST00000679428.1
5052,chr10,28620010,28620077,+,4.739795003,HepG2,chr10,28619606,28623112,ENST00000680735.1
5053,chr10,28620010,28620077,+,4.739795003,HepG2,chr10,28619606,28623112,ENST00000354911.9
5054,chr10,28620010,28620077,+,4.739795003,HepG2,chr10,28619606,28623112,ENST00000375664.8
5055,chr10,28620827,28620887,+,3.504713402,HepG2,chr10,28619606,28623112,ENST00000375664.8
5056,chr10,28620010,28620077,+,4.739795003,HepG2,chr10,28619606,28623112,ENST00000442148.6
5057,chr10,28620827,28620887,+,3.504713402,HepG2,chr10,28619606,28623112,ENST00000679428.1
5058,chr10,28620010,28620077,+,4.739795003,HepG2,chr10,28619606,28620543,ENST00000347934.8
5059,chr10,28620827,28620887,+,3.504713402,HepG2,chr10,28619606,28623112,ENST00000354911.9
5060,chr17,28701646,28701704,+,4.227194163,K562,chr17,28701625,28702679,ENST00000314616.11
5061,chr17,28701646,28701704,+,4.227194163,K562,chr17,28701625,28701735,ENST00000347486.8
5062,chr17,28749929,28749965,+,4.734599103,K562,chr17,28749577,28750956,ENST00000262395.10
5063,chr17,28749908,28750057,+,28.86337454,K562,chr17,28749577,28750956,ENST00000262395.10
5064,chr17,28750009,28750057,+,6.466272034,K562,chr17,28749577,28750956,ENST00000262395.10
5065,chr17,28749965,28750009,+,7.200645664,K562,chr17,28749577,28750956,ENST00000262395.10
5066,chr17,28749961,28750011,+,7.73485304,HepG2,chr17,28749577,28750956,ENST00000262395.10
5067,chr17,28750008,28750050,+,4.269339392,HepG2,chr17,28749577,28750956,ENST00000262395.10
5068,chr17,28749970,28750008,+,3.693916752,HepG2,chr17,28749577,28750956,ENST00000262395.10
5069,chr17,28749970,28750008,+,3.693916752,HepG2,chr17,28749968,28750037,ENST00000444415.7
5070,chr17,28750009,28750057,+,6.466272034,K562,chr17,28749968,28750037,ENST00000444415.7
5071,chr17,28749908,28750057,+,28.86337454,K562,chr17,28749968,28750037,ENST00000444415.7
5072,chr17,28749961,28750011,+,7.73485304,HepG2,chr17,28749968,28750037,ENST00000444415.7
5073,chr17,28749965,28750009,+,7.200645664,K562,chr17,28749968,28750037,ENST00000444415.7
5074,chr17,28750008,28750050,+,4.269339392,HepG2,chr17,28749968,28750037,ENST00000444415.7
5075,chr1,28769201,28769244,+,3.424169967,K562,chr1,28768952,28769775,ENST00000541996.5
5076,chr1,28769201,28769244,+,3.424169967,K562,chr1,28768952,28769775,ENST00000373812.8
5077,chr1,28769201,28769244,+,3.424169967,K562,chr1,28768952,28769774,ENST00000542507.5
5078,chr22,28788009,28788042,+,3.199661376,HepG2,chr22,28786326,28789301,ENST00000448492.6
5079,chr22,28788009,28788042,+,3.199661376,HepG2,chr22,28786326,28789295,ENST00000249064.9
5080,chr22,28788009,28788042,+,3.199661376,HepG2,chr22,28786326,28789301,ENST00000421503.6
5081,chr22,28795425,28795479,-,5.37656421,K562,chr22,28794554,28795545,ENST00000216037.10
5082,chr22,28795328,28795382,-,26.21190237,HepG2,chr22,28794554,28795545,ENST00000216037.10
5083,chr22,28794741,28794743,-,7.73485304,HepG2,chr22,28794554,28795545,ENST00000216037.10
5084,chr22,28795427,28795466,-,22.23603262,HepG2,chr22,28794554,28795545,ENST00000216037.10
5085,chr22,28794768,28794803,-,19.13630244,HepG2,chr22,28794554,28795545,ENST00000216037.10
5086,chr22,28794721,28794745,-,14.70166948,HepG2,chr22,28794554,28795545,ENST00000216037.10
5087,chr22,28794597,28794639,-,24.6069691,HepG2,chr22,28794554,28795545,ENST00000216037.10
5088,chr22,28794598,28794636,-,32.86911969,HepG2,chr22,28794554,28795545,ENST00000216037.10
5089,chr22,28795427,28795466,-,22.23603262,HepG2,chr22,28794556,28795545,ENST00000403532.7
5090,chr22,28794721,28794745,-,14.70166948,HepG2,chr22,28794556,28795545,ENST00000403532.7
5091,chr22,28794741,28794743,-,7.73485304,HepG2,chr22,28794556,28795545,ENST00000403532.7
5092,chr22,28795328,28795382,-,26.21190237,HepG2,chr22,28794556,28795545,ENST00000403532.7
5093,chr22,28795425,28795479,-,5.37656421,K562,chr22,28794556,28795545,ENST00000403532.7
5094,chr22,28794768,28794803,-,19.13630244,HepG2,chr22,28794556,28795545,ENST00000403532.7
5095,chr22,28794598,28794636,-,32.86911969,HepG2,chr22,28794556,28795545,ENST00000403532.7
5096,chr22,28794597,28794639,-,24.6069691,HepG2,chr22,28794556,28795545,ENST00000403532.7
5097,chr22,28794768,28794803,-,19.13630244,HepG2,chr22,28794559,28795174,ENST00000611155.4
5098,chr22,28794741,28794743,-,7.73485304,HepG2,chr22,28794559,28795174,ENST00000611155.4
5099,chr22,28794598,28794636,-,32.86911969,HepG2,chr22,28794559,28795174,ENST00000611155.4
5100,chr22,28794597,28794639,-,24.6069691,HepG2,chr22,28794559,28795174,ENST00000611155.4
5101,chr22,28794721,28794745,-,14.70166948,HepG2,chr22,28794559,28795174,ENST00000611155.4
5102,chr22,28795425,28795479,-,5.37656421,K562,chr22,28794588,28795545,ENST00000405219.7
5103,chr22,28794768,28794803,-,19.13630244,HepG2,chr22,28794588,28795545,ENST00000405219.7
5104,chr22,28795328,28795382,-,26.21190237,HepG2,chr22,28794588,28795545,ENST00000405219.7
5105,chr22,28795427,28795466,-,22.23603262,HepG2,chr22,28794588,28795545,ENST00000405219.7
5106,chr22,28794741,28794743,-,7.73485304,HepG2,chr22,28794588,28795545,ENST00000405219.7
5107,chr22,28794721,28794745,-,14.70166948,HepG2,chr22,28794588,28795545,ENST00000405219.7
5108,chr22,28794598,28794636,-,32.86911969,HepG2,chr22,28794588,28795545,ENST00000405219.7
5109,chr22,28794597,28794639,-,24.6069691,HepG2,chr22,28794588,28795545,ENST00000405219.7
5110,chr16,28836266,28836311,+,15.89353712,K562,chr16,28836265,28837232,ENST00000336783.9
5111,chr16,28837021,28837063,+,25.39066176,K562,chr16,28836265,28837232,ENST00000336783.9
5112,chr16,28836965,28837021,+,24.05121061,K562,chr16,28836265,28837232,ENST00000336783.9
5113,chr16,28836249,28836311,+,20.63113692,K562,chr16,28836265,28837232,ENST00000336783.9
5114,chr16,28837023,28837063,+,14.79748444,K562,chr16,28836265,28837232,ENST00000336783.9
5115,chr16,28837023,28837063,+,14.79748444,K562,chr16,28836727,28837237,ENST00000395547.6
5116,chr16,28837021,28837063,+,25.39066176,K562,chr16,28836727,28837237,ENST00000395547.6
5117,chr16,28836965,28837021,+,24.05121061,K562,chr16,28836727,28837237,ENST00000395547.6
5118,chr16,28836965,28837021,+,24.05121061,K562,chr16,28836777,28837215,ENST00000570200.5
5119,chr16,28836965,28837021,+,24.05121061,K562,chr16,28836777,28837237,ENST00000340394.12
5120,chr16,28837023,28837063,+,14.79748444,K562,chr16,28836777,28837237,ENST00000340394.12
5121,chr16,28837021,28837063,+,25.39066176,K562,chr16,28836777,28837237,ENST00000340394.12
5122,chr16,28837023,28837063,+,14.79748444,K562,chr16,28836777,28837215,ENST00000570200.5
5123,chr16,28837021,28837063,+,25.39066176,K562,chr16,28836777,28837215,ENST00000570200.5
5124,chr16,28837021,28837063,+,25.39066176,K562,chr16,28836800,28837237,ENST00000382686.8
5125,chr16,28836965,28837021,+,24.05121061,K562,chr16,28836800,28837232,ENST00000325215.10
5126,chr16,28837023,28837063,+,14.79748444,K562,chr16,28836800,28837237,ENST00000382686.8
5127,chr16,28836965,28837021,+,24.05121061,K562,chr16,28836800,28837237,ENST00000382686.8
5128,chr16,28837021,28837063,+,25.39066176,K562,chr16,28836800,28837232,ENST00000325215.10
5129,chr16,28837023,28837063,+,14.79748444,K562,chr16,28836800,28837232,ENST00000325215.10
5130,chr16,28842879,28842972,-,15.22969304,K562,chr16,28842410,28842974,ENST00000313511.8
5131,chr16,28842862,28842954,-,13.41530453,HepG2,chr16,28842410,28842974,ENST00000313511.8
5132,chr16,28874076,28874133,+,3.610284393,K562,chr16,28873448,28874205,ENST00000359285.9
5133,chr16,28873608,28873684,+,5.858969044,K562,chr16,28873448,28873627,ENST00000545570.5
5134,chr16,28873608,28873684,+,5.858969044,K562,chr16,28873448,28874205,ENST00000359285.9
5135,chr16,28874076,28874133,+,3.610284393,K562,chr16,28873465,28874201,ENST00000337120.9
5136,chr16,28873608,28873684,+,5.858969044,K562,chr16,28873465,28873823,ENST00000538342.5
5137,chr16,28873608,28873684,+,5.858969044,K562,chr16,28873465,28874201,ENST00000337120.9
5138,chr16,28874076,28874133,+,3.610284393,K562,chr16,28873820,28874212,ENST00000618521.4
5139,chr16,28874076,28874133,+,3.610284393,K562,chr16,28873820,28874205,ENST00000684370.1
5140,chr16,28874076,28874133,+,3.610284393,K562,chr16,28873820,28874205,ENST00000322610.12
5141,chr17,28880191,28880227,-,4.105895486,K562,chr17,28879334,28880560,ENST00000394906.6
5142,chr17,28879630,28879657,-,4.105895486,K562,chr17,28879334,28880560,ENST00000394906.6
5143,chr17,28879677,28879745,-,7.520223208,K562,chr17,28879334,28880560,ENST00000394906.6
5144,chr17,28879818,28879863,-,6.45759775,K562,chr17,28879334,28880560,ENST00000394906.6
5145,chr17,28879818,28879863,-,6.45759775,K562,chr17,28879338,28880560,ENST00000394908.9
5146,chr17,28879677,28879745,-,7.520223208,K562,chr17,28879338,28880560,ENST00000394908.9
