,chrom,start,end,GENCODE_ID
8763,chr22,21644175,21644299,ENST00000248958.5
8764,chr22,21684752,21685682,ENST00000679586.1
8866,chr22,21759656,21764240,ENST00000215832.11
8868,chr22,21759656,21764240,ENST00000215832.11
8869,chr22,21759656,21764240,ENST00000215832.11
8870,chr22,21759656,21764240,ENST00000215832.11
8867,chr22,21759656,21764240,ENST00000215832.11
15198,chrX,21857603,21858740,ENST00000429584.3
6585,chr18,21864666,21870953,ENST00000261537.7
6586,chr18,21864666,21870953,ENST00000261537.7
29571,chr16,21983171,21983660,ENST00000268379.9
15199,chrX,21994351,21994837,ENST00000404933.7
2358,chr12,22065120,22065674,ENST00000534981.5
2357,chr12,22065120,22065674,ENST00000534981.5
29572,chr16,22283996,22288738,ENST00000263026.10
1166,chr10,22329542,22331484,ENST00000376663.8
29574,chr16,22345935,22346964,ENST00000268383.7
29573,chr16,22345935,22346964,ENST00000268383.7
29575,chr16,22347633,22347823,ENST00000561630.1
38083,chr8,22417650,22417697,ENST00000518348.1
38082,chr8,22417650,22417697,ENST00000518348.1
2369,chr12,22684954,22690665,ENST00000266517.9
2368,chr12,22684954,22690665,ENST00000266517.9
2367,chr12,22684954,22690665,ENST00000266517.9
2366,chr12,22684954,22690665,ENST00000266517.9
160,chr14,23058566,23059474,ENST00000473758.5
8897,chr22,23123431,23125032,ENST00000615612.2
8898,chr22,23289516,23291131,ENST00000487968.5
187,chr14,23308274,23308873,ENST00000557236.6
1049,chr14,23321813,23322295,ENST00000556809.1
11139,chr19,23323967,23329101,ENST00000600671.1
11138,chr19,23323967,23329101,ENST00000600671.1
11137,chr19,23323967,23329101,ENST00000600671.1
22947,chr1,23452696,23452771,ENST00000492982.6
29577,chr16,23463541,23467589,ENST00000309859.8
29576,chr16,23463541,23467589,ENST00000309859.8
29579,chr16,23463541,23467589,ENST00000309859.8
29578,chr16,23463541,23467589,ENST00000309859.8
22948,chr1,23506437,23509879,ENST00000361729.3
22949,chr1,23557925,23558415,ENST00000374561.6
22950,chr1,23557925,23558415,ENST00000374561.6
38106,chr8,23571855,23575463,ENST00000519973.6
38105,chr8,23571855,23575463,ENST00000519973.6
38107,chr8,23571855,23575463,ENST00000519973.6
38103,chr8,23571855,23575463,ENST00000519973.6
38104,chr8,23571855,23575463,ENST00000519973.6
38102,chr8,23571855,23575463,ENST00000519973.6
38101,chr8,23571855,23575463,ENST00000519973.6
38100,chr8,23571855,23575463,ENST00000519973.6
29589,chr16,23667144,23677472,ENST00000300087.7
29588,chr16,23667144,23677472,ENST00000300087.7
15200,chrX,23667498,23667811,ENST00000495599.1
8908,chr22,23791755,23793688,ENST00000646421.1
8910,chr22,23791755,23793688,ENST00000646421.1
8911,chr22,23791755,23793688,ENST00000646421.1
8907,chr22,23791755,23793688,ENST00000646421.1
8909,chr22,23791755,23793688,ENST00000646421.1
22980,chr1,23794732,23795539,ENST00000374514.8
11140,chr19,23927787,23929287,ENST00000594230.1
11141,chr19,23927787,23929287,ENST00000594230.1
35200,chr2,24067585,24067761,ENST00000233468.5
15222,chrX,24076785,24078810,ENST00000253039.9
341,chr14,24099048,24099236,ENST00000558674.5
438,chr14,24192650,24193106,ENST00000655961.1
29601,chr16,24214816,24220611,ENST00000643927.1
29602,chr16,24214816,24220611,ENST00000643927.1
3948,chr13,24222818,24224798,ENST00000466831.2
442,chr14,24305095,24309124,ENST00000267425.8
441,chr14,24305095,24309124,ENST00000267425.8
22983,chr1,24464067,24466378,ENST00000432012.1
14274,chr4,24527474,24527923,ENST00000336812.5
29605,chr16,24539584,24540001,ENST00000568316.1
8956,chr22,24571977,24574971,ENST00000215829.8
34964,chr6,24720321,24720639,ENST00000689490.1
29608,chr16,24789231,24791817,ENST00000491718.5
29606,chr16,24789231,24791817,ENST00000491718.5
29607,chr16,24789231,24791817,ENST00000491718.5
29609,chr16,24789231,24791817,ENST00000491718.5
3949,chr13,25331581,25336340,ENST00000463407.6
12888,chr20,25673851,25678074,ENST00000414393.5
22991,chr1,25834005,25834992,ENST00000374298.4
35206,chr2,26034106,26034735,ENST00000495146.5
23006,chr1,26269459,26269614,ENST00000469609.5
35209,chr2,26285406,26285571,ENST00000494615.1
35208,chr2,26285406,26285571,ENST00000494615.1
35207,chr2,26285406,26285571,ENST00000494615.1
2389,chr12,26335351,26339396,ENST00000381340.8
35216,chr2,26389103,26395885,ENST00000260585.12
35215,chr2,26389103,26395885,ENST00000260585.12
38126,chr8,26410412,26413127,ENST00000380629.7
38127,chr8,26410412,26413127,ENST00000380629.7
38128,chr8,26410412,26413127,ENST00000380629.7
8960,chr22,26491672,26494658,ENST00000215917.11
8961,chr22,26491672,26494658,ENST00000215917.11
32931,chr6,26598645,26600739,ENST00000274849.3
32932,chr6,26598645,26600739,ENST00000274849.3
32933,chr6,26598645,26600739,ENST00000274849.3
32930,chr6,26598645,26600739,ENST00000274849.3
32934,chr6,26598645,26600739,ENST00000274849.3
32929,chr6,26598645,26600739,ENST00000274849.3
23028,chr1,26769173,26772623,ENST00000636110.1
23052,chr1,26911488,26911844,ENST00000254227.4
23053,chr1,26946181,26946871,ENST00000321265.10
35238,chr2,27032909,27033166,ENST00000495312.1
3950,chr13,27066155,27069282,ENST00000282344.11
3951,chr13,27066155,27069282,ENST00000282344.11
1184,chr10,27145418,27147425,ENST00000477432.1
1183,chr10,27145418,27147425,ENST00000477432.1
35248,chr2,27199586,27200435,ENST00000310574.8
2392,chr12,27322455,27325959,ENST00000389032.8
35254,chr2,27381198,27381598,ENST00000344034.5
23058,chr1,27404229,27408188,ENST00000618852.5
23057,chr1,27404229,27408188,ENST00000618852.5
23059,chr1,27404229,27408188,ENST00000618852.5
17148,chr17,27456729,27456874,ENST00000579309.1
38141,chr8,27671351,27673018,ENST00000301904.4
38142,chr8,27810293,27810501,ENST00000524266.1
6587,chr18,27950965,27952152,ENST00000269141.8
21103,chr15,28113572,28113678,ENST00000650509.1
32946,chr6,28153055,28154111,ENST00000606198.5
35265,chr2,28408758,28408802,ENST00000460736.1
2395,chr12,28505393,28505528,ENST00000365317.1
23087,chr1,28536746,28536899,ENST00000478232.1
17204,chr17,28584332,28584432,ENST00000580083.6
17205,chr17,28614445,28615063,ENST00000528896.7
1231,chr10,28677509,28677973,ENST00000497699.1
17211,chr17,28749577,28750956,ENST00000262395.10
37600,chr2,28752010,28752176,ENST00000464273.1
37599,chr2,28752010,28752176,ENST00000464273.1
35272,chr2,28752010,28752176,ENST00000464273.1
29713,chr16,28842410,28842974,ENST00000313511.8
29712,chr16,28842410,28842974,ENST00000313511.8
29714,chr16,28844697,28844862,ENST00000565012.1
30961,chr16,28863877,28863945,ENST00000563674.1
35276,chr2,28946779,28948219,ENST00000407426.8
8998,chr22,29053622,29057488,ENST00000544604.7
8999,chr22,29053622,29057488,ENST00000544604.7
9000,chr22,29053622,29057488,ENST00000544604.7
38143,chr8,29064175,29064764,ENST00000522468.1
17245,chr17,29120997,29121211,ENST00000530254.6
17246,chr17,29255838,29264538,ENST00000225388.9
17247,chr17,29255838,29264538,ENST00000225388.9
17249,chr17,29255838,29264538,ENST00000225388.9
17248,chr17,29255838,29264538,ENST00000225388.9
17250,chr17,29255838,29264538,ENST00000225388.9
21104,chr15,29264988,29268790,ENST00000332303.6
3962,chr13,29509413,29514479,ENST00000380752.10
3961,chr13,29509413,29514479,ENST00000380752.10
3963,chr13,29509413,29514479,ENST00000380752.10
3964,chr13,29509413,29514479,ENST00000380752.10
3960,chr13,29509413,29514479,ENST00000380752.10
3965,chr13,29509413,29514479,ENST00000380752.10
17251,chr17,29543022,29551903,ENST00000261716.8
17252,chr17,29543022,29551903,ENST00000261716.8
17253,chr17,29543022,29551903,ENST00000261716.8
29811,chr16,29861105,29861226,ENST00000564296.5
29813,chr16,29862759,29863417,ENST00000611923.1
29812,chr16,29862759,29863417,ENST00000611923.1
29819,chr16,29985657,29985861,ENST00000566552.1
29820,chr16,29986264,29987971,ENST00000566552.1
29822,chr16,29986264,29987971,ENST00000566552.1
29821,chr16,29986264,29987971,ENST00000566552.1
29830,chr16,29991568,29992261,ENST00000279394.7
29829,chr16,29991568,29992261,ENST00000279394.7
7199,chr7,30010586,30014734,ENST00000222803.10
35297,chr2,30257621,30260028,ENST00000395323.9
35298,chr2,30257621,30260028,ENST00000395323.9
35299,chr2,30257621,30260028,ENST00000395323.9
35296,chr2,30257621,30260028,ENST00000395323.9
35300,chr2,30257621,30260028,ENST00000395323.9
35295,chr2,30257621,30260028,ENST00000395323.9
35294,chr2,30257621,30260028,ENST00000395323.9
35302,chr2,30257621,30260028,ENST00000395323.9
35301,chr2,30257621,30260028,ENST00000395323.9
29874,chr16,30350772,30352984,ENST00000305596.8
29875,chr16,30357101,30357943,ENST00000409939.8
29888,chr16,30428897,30431108,ENST00000566625.2
17265,chr17,30464814,30469989,ENST00000225719.9
17264,chr17,30464814,30469989,ENST00000225719.9
17266,chr17,30464814,30469989,ENST00000225719.9
29889,chr16,30524003,30524516,ENST00000380412.7
29892,chr16,30524003,30524516,ENST00000380412.7
29891,chr16,30524003,30524516,ENST00000380412.7
29890,chr16,30524003,30524516,ENST00000380412.7
29909,chr16,30526917,30528294,ENST00000624451.1
29910,chr16,30526917,30528294,ENST00000624451.1
32966,chr6,30590534,30590743,ENST00000479542.1
29913,chr16,30602557,30604263,ENST00000287461.8
4551,chr3,30671637,30672437,ENST00000672866.1
4550,chr3,30671637,30672437,ENST00000672866.1
4552,chr3,30671637,30672437,ENST00000672866.1
38151,chr8,30678065,30679519,ENST00000221130.11
38154,chr8,30678368,30679669,ENST00000643653.1
23116,chr1,30732468,30733827,ENST00000294507.4
23118,chr1,30732468,30733827,ENST00000294507.4
29934,chr16,30737926,30737955,ENST00000704023.1
33083,chr6,30743198,30744101,ENST00000376377.2
33084,chr6,30743198,30744101,ENST00000376377.2
33085,chr6,30743198,30744101,ENST00000376377.2
29939,chr16,30768837,30768987,ENST00000493683.5
29940,chr16,30768837,30768987,ENST00000493683.5
29946,chr16,30778455,30781717,ENST00000262525.6
17267,chr17,30782683,30784186,ENST00000324238.7
33114,chr6,30897378,30897597,ENST00000482873.6
445,chr14,30911040,30911162,ENST00000555358.5
33154,chr6,30913810,30915037,ENST00000477288.5
7200,chr7,30923449,30923662,ENST00000482461.1
29996,chr16,31093726,31095944,ENST00000624508.1
460,chr14,31156839,31157010,ENST00000688933.1
461,chr14,31173155,31173426,ENST00000688933.1
33157,chr6,31269337,31269385,ENST00000376237.8
2398,chr12,31324315,31325829,ENST00000313737.5
2399,chr12,31324315,31325829,ENST00000313737.5
9033,chr22,31340676,31341404,ENST00000215919.3
9032,chr22,31340676,31341404,ENST00000215919.3
21110,chr15,31372299,31377899,ENST00000307145.4
21109,chr15,31372299,31377899,ENST00000307145.4
2400,chr12,31382225,31387602,ENST00000389082.10
2402,chr12,31382225,31387602,ENST00000389082.10
2401,chr12,31382225,31387602,ENST00000389082.10
9034,chr22,31427059,31427182,ENST00000469673.1
17276,chr17,31531732,31538211,ENST00000621161.5
17277,chr17,31531732,31538211,ENST00000621161.5
17278,chr17,31531732,31538211,ENST00000621161.5
6596,chr18,31546743,31549008,ENST00000261590.13
6595,chr18,31546743,31549008,ENST00000261590.13
6594,chr18,31546743,31549008,ENST00000261590.13
6593,chr18,31546743,31549008,ENST00000261590.13
33170,chr6,31620723,31620858,ENST00000469577.5
33171,chr6,31624449,31624522,ENST00000469577.5
33172,chr6,31626981,31627074,ENST00000464890.1
4580,chr3,31636064,31637616,ENST00000295770.4
4578,chr3,31636064,31637616,ENST00000295770.4
4579,chr3,31636064,31637616,ENST00000295770.4
33209,chr6,31639499,31639646,ENST00000679119.1
33210,chr6,31642828,31643115,ENST00000679119.1
33213,chr6,31658297,31659062,ENST00000375911.2
33212,chr6,31658297,31659062,ENST00000375911.2
13018,chr20,31721506,31723409,ENST00000629058.1
13017,chr20,31721506,31723409,ENST00000629058.1
13016,chr20,31721506,31723409,ENST00000629058.1
33251,chr6,31797395,31797756,ENST00000375661.6
33252,chr6,31797395,31797756,ENST00000375661.6
33253,chr6,31797395,31797756,ENST00000375661.6
33250,chr6,31797395,31797756,ENST00000375661.6
33254,chr6,31829876,31830254,ENST00000375650.5
33256,chr6,31829876,31830254,ENST00000375650.5
33255,chr6,31829876,31830254,ENST00000375650.5
33279,chr6,31860041,31860172,ENST00000491768.5
33280,chr6,31899612,31899925,ENST00000375527.3
33281,chr6,31899612,31899925,ENST00000375527.3
34974,chr6,31899612,31899925,ENST00000375527.3
30016,chr16,31911853,31916852,ENST00000575471.2
30017,chr16,31911853,31916852,ENST00000575471.2
6600,chr18,31942574,31944162,ENST00000580420.2
13029,chr20,31944336,31945806,ENST00000202017.6
13028,chr20,31944336,31945806,ENST00000202017.6
13027,chr20,31944336,31945806,ENST00000202017.6
33288,chr6,31944979,31945029,ENST00000482060.5
33328,chr6,32115351,32115968,ENST00000453203.2
19690,chr5,32124715,32126211,ENST00000265070.7
19691,chr5,32124715,32126211,ENST00000265070.7
13030,chr20,32159142,32160111,ENST00000495749.1
13031,chr20,32159142,32160111,ENST00000495749.1
33343,chr6,32178436,32178651,ENST00000487940.1
33344,chr6,32180326,32180793,ENST00000375094.4
34975,chr6,32180326,32180793,ENST00000375094.4
33347,chr6,32184732,32186381,ENST00000375050.6
33348,chr6,32184732,32186381,ENST00000375050.6
33349,chr6,32184732,32186381,ENST00000375050.6
33350,chr6,32184732,32186381,ENST00000375050.6
33345,chr6,32184732,32186381,ENST00000375050.6
33346,chr6,32184732,32186381,ENST00000375050.6
13032,chr20,32192503,32196451,ENST00000246229.5
6794,chr21,32268227,32269036,ENST00000290130.4
23189,chr1,32333838,32334596,ENST00000329421.8
23188,chr1,32333838,32334596,ENST00000329421.8
11144,chr19,32345624,32345783,ENST00000587084.5
11145,chr19,32352828,32354957,ENST00000587084.5
11146,chr19,32352828,32354957,ENST00000587084.5
19694,chr5,32354349,32355759,ENST00000265069.13
14042,chr20,32369014,32369123,ENST00000470145.3
9056,chr22,32387581,32387991,ENST00000216038.6
13039,chr20,32433283,32438415,ENST00000647223.1
13040,chr20,32433283,32438415,ENST00000647223.1
13064,chr20,32848728,32850405,ENST00000375571.6
9057,chr22,32859377,32863041,ENST00000266085.7
4601,chr3,32891811,32897824,ENST00000383763.6
4581,chr3,32891811,32897824,ENST00000383763.6
4600,chr3,32891811,32897824,ENST00000383763.6
4590,chr3,32891811,32897824,ENST00000383763.6
4604,chr3,32891811,32897824,ENST00000383763.6
4588,chr3,32891811,32897824,ENST00000383763.6
4587,chr3,32891811,32897824,ENST00000383763.6
4586,chr3,32891811,32897824,ENST00000383763.6
4592,chr3,32891811,32897824,ENST00000383763.6
4591,chr3,32891811,32897824,ENST00000383763.6
4593,chr3,32891811,32897824,ENST00000383763.6
4584,chr3,32891811,32897824,ENST00000383763.6
4582,chr3,32891811,32897824,ENST00000383763.6
4599,chr3,32891811,32897824,ENST00000383763.6
4598,chr3,32891811,32897824,ENST00000383763.6
4589,chr3,32891811,32897824,ENST00000383763.6
4594,chr3,32891811,32897824,ENST00000383763.6
4595,chr3,32891811,32897824,ENST00000383763.6
4603,chr3,32891811,32897824,ENST00000383763.6
4605,chr3,32891811,32897824,ENST00000383763.6
4596,chr3,32891811,32897824,ENST00000383763.6
4583,chr3,32891811,32897824,ENST00000383763.6
4602,chr3,32891811,32897824,ENST00000383763.6
4585,chr3,32891811,32897824,ENST00000383763.6
4597,chr3,32891811,32897824,ENST00000383763.6
26734,chr11,32976333,32976453,ENST00000527788.5
26735,chr11,32976474,32980270,ENST00000650167.2
11147,chr19,32978591,32979995,ENST00000254260.8
31215,chr9,33038903,33039907,ENST00000330899.5
31216,chr9,33041764,33047292,ENST00000397149.4
31221,chr9,33110641,33113453,ENST00000379731.5
31222,chr9,33110641,33113453,ENST00000379731.5
31223,chr9,33110641,33113453,ENST00000379731.5
31224,chr9,33110641,33113453,ENST00000379731.5
31218,chr9,33110641,33113453,ENST00000379731.5
31220,chr9,33110641,33113453,ENST00000379731.5
31219,chr9,33110641,33113453,ENST00000379731.5
31217,chr9,33110641,33113453,ENST00000379731.5
31227,chr9,33110641,33113453,ENST00000379731.5
31225,chr9,33110641,33113453,ENST00000379731.5
31228,chr9,33110641,33113453,ENST00000379731.5
31229,chr9,33110641,33113453,ENST00000379731.5
31226,chr9,33110641,33113453,ENST00000379731.5
33667,chr6,33211157,33211547,ENST00000478431.1
33668,chr6,33211728,33212002,ENST00000478431.1
33709,chr6,33291653,33292101,ENST00000497454.6
11157,chr19,33299933,33301337,ENST00000498907.3
11158,chr19,33299933,33301337,ENST00000498907.3
11156,chr19,33299933,33301337,ENST00000498907.3
33761,chr6,33320010,33320224,ENST00000477162.1
33762,chr6,33403484,33403535,ENST00000486695.1
33766,chr6,33409690,33409896,ENST00000428849.7
33765,chr6,33409690,33409896,ENST00000428849.7
33763,chr6,33409690,33409896,ENST00000428849.7
33767,chr6,33409690,33409896,ENST00000428849.7
33764,chr6,33409690,33409896,ENST00000428849.7
33768,chr6,33409690,33409896,ENST00000428849.7
33769,chr6,33409690,33409896,ENST00000428849.7
6795,chr21,33414887,33415020,ENST00000439213.5
6798,chr21,33436827,33436944,ENST00000545369.2
31238,chr9,33441159,33442042,ENST00000297991.6
31237,chr9,33441159,33442042,ENST00000297991.6
6807,chr21,33557551,33559056,ENST00000381679.8
13077,chr20,33663365,33665619,ENST00000607738.1
13078,chr20,33675476,33676731,ENST00000343380.6
13081,chr20,33675476,33676731,ENST00000343380.6
13079,chr20,33675476,33676731,ENST00000343380.6
13080,chr20,33675476,33676731,ENST00000343380.6
13082,chr20,33675476,33676731,ENST00000343380.6
3968,chr13,33836295,33837500,ENST00000380071.8
13083,chr20,33853560,33854366,ENST00000217402.3
13086,chr20,33853560,33854366,ENST00000217402.3
13087,chr20,33853560,33854366,ENST00000217402.3
13084,chr20,33853560,33854366,ENST00000217402.3
13085,chr20,33853560,33854366,ENST00000217402.3
2407,chr12,34022472,34024159,ENST00000541178.1
31239,chr9,34086386,34088349,ENST00000361264.9
6824,chr21,34097355,34106260,ENST00000381151.5
26792,chr11,34150986,34152386,ENST00000435224.3
11171,chr19,34352955,34355566,ENST00000299505.8
21120,chr15,34360110,34360163,ENST00000567507.1
31241,chr9,34366665,34370798,ENST00000297625.8
31242,chr9,34366665,34370798,ENST00000297625.8
31240,chr9,34366665,34370798,ENST00000297625.8
31243,chr9,34366665,34370798,ENST00000297625.8
31244,chr9,34366665,34370798,ENST00000297625.8
472,chr14,34432787,34435200,ENST00000298130.5
470,chr14,34432787,34435200,ENST00000298130.5
471,chr14,34432787,34435200,ENST00000298130.5
13110,chr20,34560541,34560865,ENST00000217446.8
12531,chr19,34645379,34646838,ENST00000623084.1
33866,chr6,34696316,34696722,ENST00000606971.5
33867,chr6,34696316,34696722,ENST00000606971.5
473,chr14,34874342,34876459,ENST00000557373.1
528,chr14,35402393,35402663,ENST00000554001.5
529,chr14,35402393,35402663,ENST00000554001.5
527,chr14,35402393,35402663,ENST00000554001.5
9058,chr22,35421317,35424501,ENST00000493076.5
11243,chr19,35629090,35629281,ENST00000592526.1
13149,chr20,35655201,35655344,ENST00000441563.5
23280,chr1,35713876,35715631,ENST00000270815.5
11255,chr19,35719846,35721804,ENST00000687718.1
11254,chr19,35719846,35721804,ENST00000687718.1
31299,chr9,35752874,35758585,ENST00000378078.5
31298,chr9,35752874,35758585,ENST00000378078.5
31297,chr9,35752874,35758585,ENST00000378078.5
23281,chr1,35853605,35857890,ENST00000373210.4
6830,chr21,36071939,36073166,ENST00000530908.5
23293,chr1,36093386,36093932,ENST00000373178.5
23302,chr1,36171967,36172627,ENST00000462118.1
23319,chr1,36304017,36305357,ENST00000354618.10
23331,chr1,36321127,36324977,ENST00000505871.7
23333,chr1,36321127,36324977,ENST00000505871.7
23330,chr1,36321127,36324977,ENST00000505871.7
23329,chr1,36321127,36324977,ENST00000505871.7
6831,chr21,36416366,36419015,ENST00000314103.6
33900,chr6,36493891,36495783,ENST00000229812.8
33899,chr6,36493891,36495783,ENST00000229812.8
9093,chr22,36516704,36516790,ENST00000458572.1
35308,chr2,36548701,36551135,ENST00000280527.7
35310,chr2,36548701,36551135,ENST00000280527.7
35309,chr2,36548701,36551135,ENST00000280527.7
35311,chr2,36548701,36551135,ENST00000280527.7
13176,chr20,36777446,36786484,ENST00000237536.9
13178,chr20,36777446,36786484,ENST00000237536.9
13180,chr20,36777446,36786484,ENST00000237536.9
13179,chr20,36777446,36786484,ENST00000237536.9
35312,chr2,36837697,36849455,ENST00000263918.9
33913,chr6,36854828,36855812,ENST00000373699.6
33918,chr6,36923441,36928964,ENST00000480824.7
17372,chr17,37129364,37129485,ENST00000614482.4
33971,chr6,37174091,37175428,ENST00000373509.6
33972,chr6,37174091,37175428,ENST00000373509.6
33973,chr6,37174091,37175428,ENST00000373509.6
33978,chr6,37174091,37175428,ENST00000373509.6
33955,chr6,37174091,37175428,ENST00000373509.6
33957,chr6,37174091,37175428,ENST00000373509.6
33956,chr6,37174091,37175428,ENST00000373509.6
33960,chr6,37174091,37175428,ENST00000373509.6
33958,chr6,37174091,37175428,ENST00000373509.6
33959,chr6,37174091,37175428,ENST00000373509.6
33954,chr6,37174091,37175428,ENST00000373509.6
33980,chr6,37174091,37175428,ENST00000373509.6
33962,chr6,37174091,37175428,ENST00000373509.6
33961,chr6,37174091,37175428,ENST00000373509.6
33953,chr6,37174091,37175428,ENST00000373509.6
33981,chr6,37174091,37175428,ENST00000373509.6
33967,chr6,37174091,37175428,ENST00000373509.6
33979,chr6,37174091,37175428,ENST00000373509.6
33963,chr6,37174091,37175428,ENST00000373509.6
33966,chr6,37174091,37175428,ENST00000373509.6
33965,chr6,37174091,37175428,ENST00000373509.6
33964,chr6,37174091,37175428,ENST00000373509.6
33977,chr6,37174091,37175428,ENST00000373509.6
33974,chr6,37174091,37175428,ENST00000373509.6
33970,chr6,37174091,37175428,ENST00000373509.6
33969,chr6,37174091,37175428,ENST00000373509.6
33975,chr6,37174091,37175428,ENST00000373509.6
33968,chr6,37174091,37175428,ENST00000373509.6
33976,chr6,37174091,37175428,ENST00000373509.6
13182,chr20,37236579,37236709,ENST00000470352.1
33982,chr6,37331172,37332970,ENST00000373491.3
33983,chr6,37331172,37332970,ENST00000373491.3
6832,chr21,37478180,37478300,ENST00000462274.2
33985,chr6,37480145,37481508,ENST00000373451.9
33986,chr6,37480145,37481508,ENST00000373451.9
33984,chr6,37480145,37481508,ENST00000373451.9
33987,chr6,37480145,37481508,ENST00000373451.9
530,chr14,37589551,37591364,ENST00000250448.5
531,chr14,37589551,37591364,ENST00000250448.5
1060,chr14,37592515,37592711,ENST00000553751.1
38157,chr8,37698674,37700019,ENST00000331569.6
38158,chr8,37698674,37700019,ENST00000331569.6
23369,chr1,37802944,37803924,ENST00000373044.3
9113,chr22,37806129,37807432,ENST00000340857.4
9116,chr22,37806129,37807432,ENST00000340857.4
9117,chr22,37806129,37807432,ENST00000340857.4
9115,chr22,37806129,37807432,ENST00000340857.4
9114,chr22,37806129,37807432,ENST00000340857.4
7223,chr7,37950396,37951936,ENST00000199448.9
7224,chr7,37950396,37951936,ENST00000199448.9
13260,chr20,38089875,38092364,ENST00000373433.9
13262,chr20,38089875,38092364,ENST00000373433.9
13261,chr20,38089875,38092364,ENST00000373433.9
13259,chr20,38089875,38092364,ENST00000373433.9
38165,chr8,38210493,38213301,ENST00000287322.5
4645,chr3,38252891,38255484,ENST00000311806.8
4644,chr3,38252891,38255484,ENST00000311806.8
4642,chr3,38252891,38255484,ENST00000311806.8
4643,chr3,38252891,38255484,ENST00000311806.8
38170,chr8,38269703,38275640,ENST00000317025.13
38171,chr8,38269703,38275640,ENST00000317025.13
38169,chr8,38269703,38275640,ENST00000317025.13
35313,chr2,38293953,38295993,ENST00000378954.9
35314,chr2,38300271,38300328,ENST00000405384.6
21141,chr15,38465268,38465403,ENST00000305752.4
4649,chr3,38483332,38493142,ENST00000352511.5
4648,chr3,38483332,38493142,ENST00000352511.5
4647,chr3,38483332,38493142,ENST00000352511.5
4646,chr3,38483332,38493142,ENST00000352511.5
4650,chr3,38483332,38493142,ENST00000352511.5
21142,chr15,38484659,38487710,ENST00000397609.6
14279,chr4,38664343,38664461,ENST00000482150.2
17389,chr17,38671702,38673355,ENST00000621654.2
17390,chr17,38671702,38673355,ENST00000621654.2
17388,chr17,38671702,38673355,ENST00000621654.2
17387,chr17,38671702,38673355,ENST00000621654.2
9134,chr22,38682878,38682996,ENST00000492561.1
17404,chr17,38725598,38729795,ENST00000621332.5
17400,chr17,38725598,38729795,ENST00000621332.5
17403,chr17,38725598,38729795,ENST00000621332.5
17401,chr17,38725598,38729795,ENST00000621332.5
17402,chr17,38725598,38729795,ENST00000621332.5
17430,chr17,38765690,38769690,ENST00000619039.5
11374,chr19,38840095,38840376,ENST00000388749.7
11373,chr19,38840095,38840376,ENST00000388749.7
19719,chr5,38937919,38942303,ENST00000357387.8
19718,chr5,38937919,38942303,ENST00000357387.8
541,chr14,39181863,39183220,ENST00000216832.9
542,chr14,39181863,39183220,ENST00000216832.9
543,chr14,39181863,39183220,ENST00000216832.9
33992,chr6,39188970,39190889,ENST00000359534.4
544,chr14,39233909,39234229,ENST00000555143.4
11401,chr19,39356707,39357089,ENST00000594204.1
11402,chr19,39383527,39385700,ENST00000610417.5
11403,chr19,39383527,39385700,ENST00000610417.5
11404,chr19,39383527,39385700,ENST00000610417.5
17452,chr17,39404284,39407474,ENST00000300651.11
17453,chr17,39404284,39407474,ENST00000300651.11
11410,chr19,39407744,39409368,ENST00000652583.1
11409,chr19,39407744,39409368,ENST00000652583.1
9191,chr22,39430222,39431882,ENST00000216160.11
9192,chr22,39430222,39431882,ENST00000216160.11
14284,chr4,39448686,39451533,ENST00000257408.5
11414,chr19,39469261,39469398,ENST00000599335.5
35330,chr2,39480782,39482057,ENST00000686975.1
9196,chr22,39488949,39492194,ENST00000341184.7
9193,chr22,39488949,39492194,ENST00000341184.7
9197,chr22,39488949,39492194,ENST00000341184.7
9198,chr22,39488949,39492194,ENST00000341184.7
9194,chr22,39488949,39492194,ENST00000341184.7
9195,chr22,39488949,39492194,ENST00000341184.7
9202,chr22,39514323,39518132,ENST00000325301.7
17454,chr17,39529881,39531844,ENST00000584336.1
21145,chr15,39593396,39594196,ENST00000484734.1
21149,chr15,39595369,39599466,ENST00000260356.6
21153,chr15,39595369,39599466,ENST00000260356.6
21152,chr15,39595369,39599466,ENST00000260356.6
21151,chr15,39595369,39599466,ENST00000260356.6
21150,chr15,39595369,39599466,ENST00000260356.6
21154,chr15,39595369,39599466,ENST00000260356.6
14309,chr4,39778434,39782792,ENST00000261427.10
14310,chr4,39822862,39825484,ENST00000303538.13
14311,chr4,39822862,39825484,ENST00000303538.13
11427,chr19,39834667,39834813,ENST00000594443.5
11428,chr19,39834667,39834813,ENST00000594443.5
9214,chr22,39971084,39973721,ENST00000344138.9
9215,chr22,39971084,39973721,ENST00000344138.9
17538,chr17,39996182,39996338,ENST00000415039.7
17541,chr17,39997581,39997959,ENST00000264639.9
17542,chr17,39997581,39997959,ENST00000264639.9
17569,chr17,40089456,40093002,ENST00000450525.7
17570,chr17,40089456,40093002,ENST00000450525.7
17567,chr17,40089456,40093002,ENST00000450525.7
17568,chr17,40089456,40093002,ENST00000450525.7
17571,chr17,40126182,40126860,ENST00000578826.1
17572,chr17,40129638,40130293,ENST00000577454.5
11429,chr19,40214969,40215528,ENST00000597986.5
17589,chr17,40302001,40304657,ENST00000209728.9
4654,chr3,40312014,40312424,ENST00000232905.4
4653,chr3,40312014,40312424,ENST00000232905.4
17596,chr17,40388524,40389518,ENST00000423485.6
17602,chr17,40456583,40457725,ENST00000269593.5
